LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,c
20.0,9.0,4.0,1.0,8.0,16.0,5.0,0.09,8.0,2.0,3.0,0.6,23.0,1.0,0.0,57.0,0.0,130.74,11.41,17020.6,0.5,241.0,0.09,945.59,1491.75,0.2,4.0,8.0,20.0,0.06,116.0,125.0,61.0,12.0,87.0,13.64,58.0,TRUE
24.0,19.0,1.0,2.0,20.0,32.0,10.0,0.16,14.0,2.29,5.0,0.5,39.0,6.0,0.56,60.0,0.0,86.23,31.88,87614.7,0.92,430.0,0.03,4867.48,2748.7,0.6,9.0,16.0,31.0,0.09,204.0,226.0,64.0,20.0,107.0,26.83,62.0,TRUE
0.0,3.0,1.0,4.0,4.0,4.0,2.0,0.2,2.0,2.0,1.0,0.5,7.0,1.0,0.0,6.0,1.0,33.71,13.2,5874.0,0.15,89.0,0.08,326.33,445.0,0.5,1.0,2.0,7.0,0.13,44.0,45.0,20.0,12.0,15.0,57.14,10.0,FALSE
22.0,19.0,0.0,9.0,39.0,34.0,10.0,0.14,16.0,2.13,1.0,0.1,39.0,5.0,0.44,65.0,2.0,35.09,30.33,32286.36,0.35,200.0,0.03,1793.69,1064.39,0.5,9.0,17.0,31.0,0.07,91.0,109.0,24.0,16.0,136.0,42.48,74.0,TRUE
19.0,11.0,7.0,0.0,14.0,20.0,6.0,0.18,10.0,2.0,4.0,0.67,26.0,1.0,0.0,34.0,1.0,51.05,19.74,19886.3,0.34,172.0,0.05,1104.79,1007.57,0.17,5.0,10.0,22.0,0.09,75.0,97.0,38.0,20.0,68.0,29.17,34.0,TRUE
3.0,1.0,1.0,0.0,4.0,0.0,1.0,0.33,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,10.28,4.38,196.76,0.01,13.0,0.23,10.93,44.97,1.0,0.0,0.0,3.0,0.09,5.0,8.0,4.0,7.0,11.0,57.14,3.0,FALSE
4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1.0,1.0,3.0,1.0,0.0,4.0,1.0,15.85,2.4,91.29,0.01,12.0,0.42,5.07,38.04,1.0,0.0,0.0,4.0,0.11,6.0,6.0,5.0,4.0,9.0,0.0,4.0,FALSE
4.0,1.0,3.0,0.0,0.0,0.0,1.0,0.17,0.0,0.0,1.0,1.0,4.0,1.0,0.0,6.0,1.0,18.6,5.25,512.78,0.03,25.0,0.19,28.49,97.67,1.0,0.0,0.0,5.0,0.09,12.0,13.0,8.0,7.0,11.0,0.0,6.0,TRUE
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,FALSE
10.0,11.0,1.0,0.0,0.0,16.0,6.0,0.67,6.0,2.67,4.0,0.67,17.0,3.0,0.4,9.0,0.0,33.68,10.74,3883.05,0.12,73.0,0.09,215.72,361.66,0.5,5.0,8.0,13.0,0.3,34.0,39.0,19.0,12.0,20.0,0.0,9.0,TRUE
1.0,4.0,0.0,0.0,0.0,0.0,3.0,0.27,0.0,0.0,1.0,0.33,7.0,1.0,0.0,11.0,1.0,17.95,4.67,390.89,0.03,22.0,0.21,21.72,83.76,0.33,0.0,0.0,6.0,0.23,7.0,15.0,6.0,8.0,13.0,0.0,11.0,FALSE
22.0,23.0,1.0,4.0,19.0,40.0,12.0,0.44,18.0,2.22,6.0,0.5,42.0,4.0,0.27,23.0,1.0,50.37,18.03,16367.05,0.3,155.0,0.06,909.28,907.99,0.33,11.0,20.0,32.0,0.17,74.0,81.0,39.0,19.0,69.0,50.0,27.0,TRUE
23.0,9.0,4.0,6.0,16.0,16.0,5.0,0.14,8.0,2.0,4.0,0.8,25.0,1.0,0.0,31.0,1.0,90.58,12.32,13749.12,0.37,186.0,0.08,763.84,1116.0,0.2,4.0,8.0,22.0,0.06,88.0,98.0,50.0,14.0,77.0,41.51,37.0,TRUE
2.0,5.0,1.0,0.0,0.0,8.0,3.0,0.27,4.0,2.0,2.0,0.67,9.0,1.0,0.0,11.0,3.0,21.05,7.09,1058.51,0.05,33.0,0.14,58.81,149.28,0.33,2.0,4.0,8.0,0.21,13.0,20.0,11.0,12.0,14.0,0.0,11.0,TRUE
2.0,3.0,2.0,0.0,0.0,4.0,2.0,0.13,2.0,2.0,2.0,1.0,8.0,1.0,0.0,15.0,0.0,25.27,11.39,3280.22,0.1,62.0,0.09,182.23,287.92,0.5,1.0,2.0,8.0,0.11,29.0,33.0,14.0,11.0,18.0,0.0,15.0,FALSE
20.0,15.0,1.0,0.0,14.0,28.0,8.0,0.22,14.0,2.0,5.0,0.63,31.0,1.0,0.0,37.0,0.0,48.97,21.05,21705.36,0.34,176.0,0.05,1205.85,1031.0,0.13,7.0,14.0,25.0,0.11,80.0,96.0,38.0,20.0,72.0,27.45,37.0,TRUE
3.0,3.0,0.0,0.0,1.0,4.0,2.0,0.17,2.0,2.0,1.0,0.5,5.0,1.0,0.0,12.0,1.0,14.09,13.5,2567.23,0.06,44.0,0.07,142.62,190.16,0.5,1.0,2.0,5.0,0.12,18.0,26.0,8.0,12.0,17.0,7.69,12.0,FALSE
1.0,5.0,1.0,0.0,0.0,6.0,3.0,0.2,2.0,3.0,1.0,0.33,9.0,3.0,1.0,15.0,1.0,30.72,25.5,19978.47,0.26,154.0,0.04,1109.91,783.47,1.0,2.0,3.0,8.0,0.18,51.0,103.0,17.0,17.0,17.0,0.0,15.0,FALSE
2.0,5.0,1.0,0.0,0.0,8.0,3.0,0.27,4.0,2.0,2.0,0.67,9.0,1.0,0.0,11.0,3.0,21.05,7.09,1058.51,0.05,33.0,0.14,58.81,149.28,0.33,2.0,4.0,8.0,0.21,13.0,20.0,11.0,12.0,14.0,0.0,11.0,TRUE
2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.2,0.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,1.0,11.56,6.4,473.66,0.02,20.0,0.16,26.31,74.01,1.0,0.0,0.0,3.0,0.1,8.0,12.0,5.0,8.0,10.0,28.57,5.0,FALSE
10.0,9.0,3.0,4.0,3.0,16.0,5.0,0.33,8.0,2.0,4.0,0.8,18.0,1.0,0.0,11.0,1.0,30.6,10.95,3667.37,0.11,67.0,0.09,203.74,335.0,0.2,4.0,8.0,15.0,0.17,32.0,35.0,19.0,13.0,29.0,38.89,15.0,TRUE
1.0,35.0,6.0,0.0,0.0,52.0,18.0,0.69,18.0,2.89,6.0,0.33,58.0,13.0,0.71,26.0,0.0,37.58,34.62,45032.28,0.43,224.0,0.03,2501.79,1300.85,0.72,17.0,26.0,42.0,0.64,107.0,117.0,34.0,22.0,28.0,0.0,26.0,FALSE
7.0,13.0,2.0,3.0,6.0,26.0,7.0,0.23,12.0,2.17,4.0,0.57,27.0,1.0,0.0,28.0,4.0,41.68,16.84,11818.06,0.23,125.0,0.06,656.56,701.84,0.14,7.0,13.0,22.0,0.16,58.0,67.0,31.0,18.0,45.0,24.32,31.0,TRUE
6.0,13.0,4.0,3.0,0.0,24.0,7.0,0.21,12.0,2.0,4.0,0.57,31.0,1.0,0.0,30.0,3.0,34.65,30.14,31475.69,0.35,187.0,0.03,1748.65,1044.39,0.14,6.0,12.0,26.0,0.18,92.0,95.0,29.0,19.0,40.0,9.09,33.0,FALSE
21.0,13.0,3.0,4.0,7.0,24.0,7.0,0.23,12.0,2.0,4.0,0.57,27.0,1.0,0.0,27.0,0.0,55.22,19.68,21394.68,0.36,188.0,0.05,1188.59,1086.9,0.14,6.0,12.0,22.0,0.12,88.0,100.0,38.0,17.0,60.0,28.95,31.0,TRUE
18.0,6.0,3.0,1.0,15.0,0.0,5.0,0.19,0.0,0.0,4.0,0.8,14.0,1.0,0.0,25.0,1.0,35.57,19.77,13905.69,0.23,135.0,0.05,772.54,703.28,0.2,0.0,0.0,11.0,0.08,58.0,77.0,22.0,15.0,60.0,39.02,26.0,TRUE
13.0,5.0,1.0,0.0,12.0,8.0,3.0,0.08,4.0,2.0,1.0,0.33,19.0,1.0,0.0,36.0,0.0,49.13,19.76,19184.32,0.32,185.0,0.05,1065.8,970.87,0.33,2.0,4.0,18.0,0.05,76.0,109.0,25.0,13.0,62.0,25.0,36.0,FALSE
2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.11,0.0,0.0,1.0,1.0,9.0,1.0,0.0,9.0,0.0,67.16,8.0,4298.42,0.18,113.0,0.13,238.8,537.3,1.0,0.0,0.0,10.0,0.08,56.0,57.0,21.0,6.0,12.0,0.0,9.0,TRUE
8.0,5.0,0.0,1.0,0.0,6.0,3.0,0.25,2.0,3.0,1.0,0.33,7.0,1.0,0.0,11.0,3.0,17.39,26.25,11982.32,0.15,96.0,0.04,665.68,456.47,0.33,2.0,3.0,6.0,0.14,42.0,54.0,12.0,15.0,21.0,8.33,12.0,TRUE
1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,2.0,1.0,7.0,1.0,0.0,6.0,3.0,11.15,9.17,936.71,0.03,25.0,0.11,52.04,102.19,0.5,1.0,2.0,7.0,0.25,10.0,15.0,6.0,11.0,8.0,0.0,6.0,FALSE
18.0,11.0,4.0,6.0,7.0,18.0,6.0,0.21,8.0,2.25,5.0,0.83,23.0,4.0,0.6,23.0,1.0,43.34,14.66,9309.11,0.21,115.0,0.07,517.16,635.21,0.67,5.0,9.0,19.0,0.11,50.0,65.0,29.0,17.0,55.0,36.11,29.0,TRUE
26.0,5.0,4.0,0.0,4.0,8.0,3.0,0.07,4.0,2.0,3.0,1.0,15.0,1.0,0.0,41.0,1.0,46.77,30.69,44054.95,0.48,243.0,0.03,2447.5,1435.37,0.33,2.0,4.0,14.0,0.04,114.0,129.0,39.0,21.0,72.0,8.89,41.0,TRUE
12.0,5.0,1.0,2.0,0.0,8.0,3.0,0.17,4.0,2.0,1.0,0.33,14.0,1.0,0.0,16.0,2.0,21.78,37.5,30631.81,0.27,158.0,0.03,1701.77,816.85,0.33,2.0,4.0,13.0,0.1,75.0,83.0,18.0,18.0,31.0,11.11,18.0,TRUE
60.0,3.0,8.0,8.0,34.0,4.0,2.0,0.06,2.0,2.0,2.0,1.0,14.0,1.0,0.0,23.0,0.0,74.64,13.81,14241.04,0.34,180.0,0.07,791.17,1031.03,0.5,1.0,2.0,14.0,0.02,85.0,95.0,40.0,13.0,126.0,64.62,31.0,TRUE
4.0,7.0,1.0,0.0,0.0,8.0,4.0,0.4,2.0,4.0,1.0,0.25,11.0,1.0,0.0,10.0,2.0,22.22,11.0,2688.65,0.08,52.0,0.09,149.37,244.42,0.25,3.0,4.0,9.0,0.27,22.0,30.0,13.0,13.0,15.0,0.0,10.0,TRUE
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,7.75,2.0,31.02,0.01,6.0,0.5,1.72,15.51,1.0,0.0,0.0,2.0,0.25,2.0,4.0,2.0,4.0,4.0,0.0,3.0,TRUE
2.0,3.0,2.0,0.0,0.0,4.0,2.0,0.25,2.0,2.0,2.0,1.0,7.0,1.0,0.0,8.0,1.0,18.53,9.0,1501.17,0.06,40.0,0.11,83.4,166.8,0.5,1.0,2.0,7.0,0.18,18.0,22.0,9.0,9.0,11.0,0.0,8.0,FALSE
36.0,13.0,3.0,10.0,27.0,22.0,7.0,0.12,10.0,2.2,6.0,0.86,28.0,6.0,0.83,48.0,1.0,79.19,19.4,29800.23,0.51,243.0,0.05,1655.57,1536.23,0.86,6.0,11.0,23.0,0.06,109.0,134.0,59.0,21.0,122.0,43.53,58.0,TRUE
14.0,5.0,4.0,4.0,0.0,8.0,3.0,0.17,4.0,2.0,3.0,1.0,12.0,1.0,0.0,14.0,2.0,52.67,6.38,2143.97,0.11,65.0,0.16,119.11,336.05,0.33,2.0,4.0,11.0,0.09,29.0,36.0,25.0,11.0,33.0,22.22,18.0,TRUE
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.17,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,10.91,6.6,475.2,0.02,18.0,0.15,26.4,72.0,1.0,0.0,0.0,2.0,0.13,6.0,12.0,5.0,11.0,8.0,0.0,6.0,FALSE
23.0,57.0,3.0,0.0,4.0,56.0,33.0,0.2,24.0,2.33,11.0,0.33,102.0,10.0,0.28,165.0,2.0,160.17,29.21,136707.89,1.56,636.0,0.03,7594.88,4679.4,0.3,16.0,28.0,71.0,0.17,272.0,364.0,135.0,29.0,193.0,2.37,165.0,TRUE
0.0,7.0,2.0,0.0,0.0,12.0,4.0,0.33,6.0,2.0,2.0,0.5,15.0,1.0,0.0,12.0,0.0,15.35,20.67,6557.23,0.11,66.0,0.05,364.29,317.29,0.25,3.0,6.0,13.0,0.31,31.0,35.0,12.0,16.0,13.0,0.0,12.0,FALSE
6.0,1.0,2.0,0.0,5.0,0.0,1.0,0.14,0.0,0.0,1.0,1.0,3.0,1.0,0.0,7.0,0.0,29.34,7.5,1650.59,0.07,48.0,0.13,91.7,220.08,1.0,0.0,0.0,4.0,0.05,21.0,27.0,14.0,10.0,19.0,41.67,7.0,TRUE
14.0,35.0,3.0,0.0,0.0,68.0,18.0,0.46,34.0,2.0,1.0,0.06,103.0,1.0,0.0,39.0,1.0,162.87,24.2,95404.28,1.31,600.0,0.04,5300.24,3941.91,0.06,17.0,34.0,87.0,0.33,239.0,361.0,79.0,16.0,54.0,0.0,39.0,TRUE
28.0,7.0,3.0,4.0,14.0,10.0,4.0,0.2,4.0,2.5,2.0,0.5,14.0,3.0,0.67,16.0,0.0,40.48,11.25,5123.16,0.15,85.0,0.09,284.62,455.39,0.75,3.0,5.0,12.0,0.05,39.0,46.0,26.0,15.0,78.0,52.94,20.0,TRUE
0.0,5.0,2.0,0.0,0.0,6.0,3.0,0.17,2.0,3.0,2.0,0.67,10.0,3.0,1.0,18.0,1.0,30.6,9.39,2697.84,0.1,58.0,0.11,149.88,287.34,1.0,2.0,3.0,9.0,0.16,26.0,32.0,18.0,13.0,19.0,0.0,18.0,FALSE
2.0,25.0,0.0,13.0,0.0,48.0,13.0,0.87,24.0,2.0,1.0,0.08,49.0,1.0,0.0,2.0,1.0,102.19,7.18,5262.9,0.24,136.0,0.14,292.38,733.36,0.08,12.0,24.0,38.0,0.72,61.0,75.0,34.0,8.0,18.0,86.67,15.0,TRUE
1.0,3.0,4.0,0.0,0.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,10.0,1.0,0.0,10.0,2.0,20.81,9.0,1685.67,0.06,42.0,0.11,93.65,187.3,0.5,1.0,2.0,10.0,0.17,18.0,24.0,11.0,11.0,12.0,0.0,10.0,FALSE
16.0,11.0,0.0,1.0,7.0,22.0,6.0,0.33,10.0,2.2,1.0,0.17,21.0,1.0,0.0,17.0,0.0,23.33,29.45,20235.16,0.23,130.0,0.03,1124.18,687.1,0.17,6.0,11.0,17.0,0.14,62.0,68.0,20.0,19.0,42.0,32.0,18.0,FALSE
3.0,7.0,2.0,1.0,0.0,12.0,4.0,0.29,6.0,2.0,2.0,0.5,16.0,1.0,0.0,13.0,0.0,17.95,16.69,5000.31,0.1,63.0,0.06,277.8,299.56,0.25,3.0,6.0,14.0,0.22,31.0,32.0,13.0,14.0,18.0,7.14,14.0,TRUE
38.0,589.0,4.0,0.0,4.0,1148.0,299.0,0.51,570.0,2.0,5.0,0.02,1260.0,15.0,0.05,591.0,0.0,675.88,137.36,12751451.28,30.95,9605.0,0.01,708413.98,92835.55,0.05,289.0,574.0,963.0,0.47,4015.0,5590.0,760.0,52.0,634.0,0.67,591.0,FALSE
48.0,39.0,4.0,2.0,77.0,76.0,20.0,0.14,38.0,2.0,5.0,0.25,95.0,4.0,0.16,144.0,3.0,94.07,30.36,86693.87,0.95,428.0,0.03,4816.33,2855.8,0.2,19.0,38.0,77.0,0.07,187.0,241.0,77.0,25.0,272.0,35.43,146.0,TRUE
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,FALSE
15.0,5.0,1.0,2.0,2.0,8.0,3.0,0.06,4.0,2.0,1.0,0.33,10.0,1.0,0.0,49.0,0.0,102.96,17.5,31530.62,0.6,285.0,0.06,1751.7,1801.75,0.33,2.0,4.0,9.0,0.04,140.0,145.0,64.0,16.0,69.0,7.55,51.0,TRUE
4.0,3.0,4.0,0.0,14.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,8.0,1.0,0.0,10.0,0.0,20.51,4.57,428.64,0.03,24.0,0.22,23.81,93.77,0.5,1.0,2.0,8.0,0.07,8.0,16.0,7.0,8.0,29.0,58.33,10.0,FALSE
18.0,11.0,5.0,0.0,4.0,16.0,6.0,0.32,6.0,2.67,6.0,1.0,27.0,5.0,0.8,19.0,2.0,28.88,30.38,26642.14,0.29,171.0,0.03,1480.12,877.11,0.83,5.0,8.0,23.0,0.14,81.0,90.0,20.0,15.0,42.0,17.39,19.0,TRUE
2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.14,0.0,0.0,1.0,1.0,6.0,1.0,0.0,7.0,0.0,42.64,2.5,266.51,0.04,28.0,0.4,14.81,106.61,1.0,0.0,0.0,7.0,0.1,9.0,19.0,9.0,5.0,10.0,0.0,7.0,FALSE
1.0,5.0,3.0,0.0,0.0,8.0,3.0,0.25,4.0,2.0,3.0,1.0,11.0,1.0,0.0,12.0,2.0,18.39,19.2,6779.67,0.12,70.0,0.05,376.65,353.11,0.33,2.0,4.0,10.0,0.21,32.0,38.0,15.0,18.0,14.0,0.0,12.0,FALSE
1.0,5.0,2.0,0.0,0.0,8.0,3.0,0.43,4.0,2.0,3.0,1.0,13.0,1.0,0.0,7.0,2.0,24.15,8.59,1782.21,0.07,48.0,0.12,99.01,207.45,0.33,2.0,4.0,12.0,0.33,21.0,27.0,11.0,9.0,9.0,0.0,7.0,FALSE
2.0,15.0,4.0,3.0,0.0,20.0,9.0,0.43,10.0,2.0,7.0,0.78,33.0,4.0,0.38,18.0,2.0,19.75,23.8,11186.0,0.16,94.0,0.04,621.44,470.0,0.44,5.0,10.0,26.0,0.2,42.0,52.0,15.0,17.0,44.0,14.29,21.0,FALSE
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,FALSE
21.0,11.0,3.0,0.0,58.0,20.0,6.0,0.12,10.0,2.0,2.0,0.33,30.0,1.0,0.0,52.0,1.0,54.14,19.23,20023.61,0.35,177.0,0.05,1112.42,1041.23,0.17,5.0,10.0,26.0,0.05,75.0,102.0,39.0,20.0,132.0,52.73,52.0,TRUE
2.0,7.0,0.0,0.0,7.0,10.0,4.0,0.29,4.0,2.5,1.0,0.25,11.0,4.0,1.0,14.0,0.0,15.93,7.2,825.94,0.04,31.0,0.14,45.89,114.71,1.0,3.0,5.0,9.0,0.17,9.0,22.0,5.0,8.0,24.0,33.33,14.0,TRUE
0.0,5.0,0.0,0.0,0.0,6.0,3.0,0.27,2.0,3.0,1.0,0.33,8.0,3.0,1.0,11.0,2.0,16.4,9.1,1358.43,0.05,33.0,0.11,75.47,149.28,1.0,2.0,3.0,7.0,0.25,14.0,19.0,10.0,13.0,12.0,0.0,11.0,FALSE
1.0,5.0,1.0,0.0,0.0,8.0,3.0,0.38,4.0,2.0,2.0,0.67,10.0,3.0,1.0,8.0,1.0,11.85,10.21,1236.07,0.04,28.0,0.1,68.67,121.01,1.0,2.0,4.0,9.0,0.3,11.0,17.0,7.0,13.0,10.0,0.0,8.0,FALSE
10.0,51.0,2.0,6.0,1.0,100.0,26.0,0.54,50.0,2.0,3.0,0.12,148.0,1.0,0.0,42.0,1.0,189.65,36.5,252667.13,2.31,1031.0,0.03,14037.06,6922.39,0.04,25.0,50.0,124.0,0.43,438.0,593.0,90.0,15.0,60.0,14.29,48.0,TRUE
26.0,13.0,7.0,5.0,26.0,24.0,7.0,0.18,10.0,2.4,7.0,1.0,33.0,1.0,0.0,33.0,1.0,60.18,27.5,45509.93,0.55,270.0,0.04,2528.33,1654.91,0.14,7.0,12.0,28.0,0.08,120.0,150.0,48.0,22.0,91.0,48.44,38.0,TRUE
3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.17,0.0,0.0,1.0,1.0,3.0,1.0,0.0,6.0,2.0,11.62,9.75,1104.67,0.04,29.0,0.1,61.37,113.3,1.0,0.0,0.0,4.0,0.1,13.0,16.0,6.0,9.0,10.0,0.0,6.0,FALSE
3.0,7.0,2.0,4.0,3.0,12.0,4.0,0.16,6.0,2.0,3.0,0.75,13.0,1.0,0.0,21.0,1.0,38.31,13.54,7020.93,0.17,95.0,0.07,390.05,518.65,0.25,3.0,6.0,11.0,0.13,43.0,52.0,27.0,17.0,32.0,25.0,25.0,TRUE
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.14,0.0,0.0,1.0,1.0,2.0,1.0,0.0,7.0,1.0,17.41,3.5,213.21,0.02,16.0,0.29,11.85,60.92,1.0,0.0,0.0,3.0,0.13,7.0,9.0,7.0,7.0,8.0,0.0,7.0,FALSE
1.0,3.0,2.0,1.0,0.0,4.0,2.0,0.4,2.0,2.0,2.0,1.0,5.0,1.0,0.0,4.0,3.0,13.87,4.67,302.05,0.02,17.0,0.21,16.78,64.73,0.5,1.0,2.0,5.0,0.29,7.0,10.0,6.0,8.0,7.0,20.0,5.0,FALSE
2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,2.0,20.49,8.57,1505.68,0.06,49.0,0.12,83.65,175.66,1.0,0.0,0.0,2.0,0.13,24.0,25.0,7.0,5.0,8.0,0.0,5.0,FALSE
0.0,5.0,0.0,0.0,0.0,6.0,3.0,0.6,2.0,3.0,1.0,0.33,7.0,3.0,1.0,5.0,1.0,13.11,4.8,301.96,0.02,17.0,0.21,16.78,62.91,1.0,2.0,3.0,6.0,0.5,6.0,11.0,5.0,8.0,6.0,0.0,5.0,FALSE
16.0,5.0,3.0,2.0,14.0,6.0,3.0,0.17,2.0,3.0,3.0,1.0,15.0,3.0,1.0,16.0,4.0,24.56,18.53,8430.88,0.15,91.0,0.05,468.38,455.0,1.0,2.0,3.0,14.0,0.06,42.0,49.0,17.0,15.0,49.0,50.0,18.0,FALSE
18.0,9.0,8.0,2.0,24.0,16.0,5.0,0.1,8.0,2.0,5.0,1.0,40.0,1.0,0.0,49.0,2.0,72.48,20.68,31004.8,0.5,257.0,0.05,1722.49,1499.05,0.2,4.0,8.0,37.0,0.06,106.0,151.0,41.0,16.0,80.0,34.67,51.0,TRUE
0.0,5.0,1.0,0.0,0.0,6.0,3.0,0.6,2.0,3.0,2.0,0.67,8.0,3.0,1.0,5.0,2.0,11.99,5.4,349.52,0.02,17.0,0.19,19.42,64.73,1.0,2.0,3.0,7.0,0.5,6.0,11.0,5.0,9.0,6.0,0.0,5.0,FALSE
7.0,7.0,3.0,2.0,7.0,12.0,4.0,0.15,6.0,2.0,4.0,1.0,15.0,1.0,0.0,24.0,1.0,37.25,27.5,28170.17,0.34,178.0,0.04,1565.01,1024.36,0.25,3.0,6.0,13.0,0.1,80.0,98.0,32.0,22.0,41.0,27.27,26.0,TRUE
7.0,24.0,16.0,4.0,5.0,26.0,15.0,0.17,10.0,2.6,13.0,0.87,54.0,8.0,0.5,82.0,1.0,83.81,33.0,91264.07,0.92,404.0,0.03,5070.23,2765.58,0.53,8.0,13.0,41.0,0.15,187.0,217.0,85.0,30.0,99.0,9.89,86.0,TRUE
30.0,61.0,12.0,4.0,60.0,98.0,31.0,0.23,38.0,2.58,13.0,0.42,108.0,23.0,0.73,128.0,1.0,96.71,39.62,151799.12,1.28,565.0,0.03,8433.28,3831.47,0.74,30.0,50.0,79.0,0.14,256.0,309.0,84.0,26.0,223.0,33.33,132.0,FALSE
6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07,0.0,0.0,1.0,1.0,1.0,1.0,0.0,14.0,2.0,20.2,27.86,15679.09,0.19,157.0,0.04,871.06,562.84,1.0,0.0,0.0,2.0,0.05,78.0,79.0,7.0,5.0,21.0,0.0,14.0,FALSE
13.0,65.0,3.0,0.0,1.0,128.0,33.0,0.59,64.0,2.0,4.0,0.12,189.0,1.0,0.0,56.0,1.0,212.2,33.39,236652.5,2.36,1045.0,0.03,13147.36,7086.52,0.03,32.0,64.0,158.0,0.46,423.0,622.0,95.0,15.0,71.0,1.75,56.0,TRUE
12.0,4.0,3.0,1.0,5.0,0.0,3.0,0.16,0.0,0.0,3.0,1.0,12.0,1.0,0.0,18.0,2.0,29.48,10.0,2948.03,0.1,62.0,0.1,163.78,294.8,0.33,0.0,0.0,11.0,0.08,25.0,37.0,15.0,12.0,37.0,25.0,19.0,FALSE
11.0,5.0,2.0,4.0,22.0,8.0,3.0,0.1,4.0,2.0,2.0,0.67,18.0,1.0,0.0,25.0,0.0,25.67,18.53,8812.64,0.16,96.0,0.05,489.59,475.6,0.33,2.0,4.0,17.0,0.05,45.0,51.0,17.0,14.0,63.0,50.98,29.0,FALSE
28.0,9.0,4.0,5.0,23.0,16.0,5.0,0.14,8.0,2.0,5.0,1.0,23.0,1.0,0.0,32.0,2.0,99.95,11.96,14297.65,0.4,200.0,0.08,794.31,1195.46,0.2,4.0,8.0,20.0,0.06,92.0,108.0,50.0,13.0,89.0,46.67,37.0,TRUE
3.0,5.0,0.0,2.0,2.0,8.0,3.0,0.15,4.0,2.0,1.0,0.33,11.0,1.0,0.0,18.0,1.0,45.06,12.52,7065.03,0.19,110.0,0.08,392.5,564.22,0.33,2.0,4.0,10.0,0.12,48.0,62.0,23.0,12.0,26.0,18.18,20.0,TRUE
29.0,21.0,6.0,11.0,5.0,36.0,11.0,0.22,16.0,2.25,9.0,0.82,42.0,7.0,0.6,38.0,1.0,76.18,14.65,16348.21,0.37,186.0,0.07,908.23,1116.0,0.64,10.0,18.0,33.0,0.13,81.0,105.0,47.0,17.0,84.0,29.63,49.0,TRUE
11.0,7.0,6.0,1.0,11.0,4.0,5.0,0.16,2.0,2.0,5.0,1.0,19.0,1.0,0.0,30.0,0.0,47.28,11.03,5756.98,0.17,95.0,0.09,319.83,521.73,0.2,1.0,2.0,16.0,0.09,40.0,55.0,29.0,16.0,54.0,28.57,31.0,TRUE
