LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,c
8.0,5.0,2.0,3.0,5.0,8.0,3.0,0.07,4.0,2.0,2.0,0.67,14.0,1.0,0.0,40.0,0.0,29.0,28.53,23605.34,0.28,174.0,0.04,1311.41,827.35,0.33,2.0,4.0,13.0,0.05,83.0,91.0,16.0,11.0,59.0,16.67,43.0,TRUE
0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.29,0.0,0.0,1.0,0.5,6.0,1.0,0.0,7.0,0.0,16.92,4.5,342.66,0.03,20.0,0.22,19.04,76.15,0.5,0.0,0.0,6.0,0.22,5.0,15.0,5.0,9.0,9.0,0.0,7.0,FALSE
0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.22,2.0,2.0,2.0,1.0,7.0,1.0,0.0,9.0,0.0,11.16,10.5,1230.67,0.04,30.0,0.1,68.37,117.21,0.5,1.0,2.0,7.0,0.18,14.0,16.0,6.0,9.0,11.0,0.0,9.0,FALSE
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,FALSE
12.0,5.0,3.0,2.0,13.0,8.0,3.0,0.06,4.0,2.0,3.0,1.0,13.0,1.0,0.0,51.0,4.0,104.59,33.49,117276.02,1.17,545.0,0.03,6515.33,3502.31,0.33,2.0,4.0,12.0,0.04,253.0,292.0,68.0,18.0,83.0,22.73,53.0,TRUE
14.0,5.0,0.0,10.0,5.0,8.0,3.0,0.12,4.0,2.0,1.0,0.33,13.0,1.0,0.0,16.0,0.0,34.59,16.0,8854.91,0.18,126.0,0.06,491.94,553.43,0.33,2.0,4.0,12.0,0.06,52.0,74.0,13.0,8.0,47.0,48.39,26.0,TRUE
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,14.8,4.0,236.83,0.02,16.0,0.25,13.16,59.21,1.0,0.0,0.0,2.0,0.25,5.0,11.0,5.0,8.0,4.0,0.0,2.0,FALSE
20.0,9.0,1.0,9.0,14.0,14.0,5.0,0.11,6.0,2.0,1.0,0.2,18.0,3.0,0.0,36.0,1.0,36.38,29.0,30595.0,0.35,211.0,0.03,1699.72,1055.0,0.6,4.0,7.0,15.0,0.06,58.0,153.0,16.0,16.0,81.0,38.98,45.0,TRUE
16.0,15.0,6.0,4.0,9.0,24.0,8.0,0.18,10.0,2.0,4.0,0.5,35.0,1.0,0.0,41.0,1.0,25.3,43.81,48552.55,0.37,203.0,0.02,2697.36,1108.26,0.13,7.0,12.0,29.0,0.11,80.0,123.0,21.0,23.0,72.0,24.07,45.0,TRUE
8.0,143.0,14.0,3.0,0.0,0.0,73.0,0.51,0.0,0.0,60.0,0.82,357.0,15.0,0.0,139.0,0.0,104.26,72.74,551711.63,2.53,1052.0,0.01,30650.65,7584.34,0.21,0.0,0.0,286.0,0.48,507.0,545.0,115.0,33.0,151.0,2.11,142.0,FALSE
4.0,9.0,2.0,14.0,3.0,16.0,5.0,0.15,8.0,2.0,4.0,0.8,19.0,1.0,0.0,20.0,0.0,15.65,31.06,15095.42,0.16,109.0,0.03,838.63,486.08,0.2,4.0,8.0,16.0,0.12,43.0,66.0,9.0,13.0,43.0,45.95,34.0,TRUE
1.0,11.0,2.0,0.0,0.0,0.0,6.0,0.33,0.0,0.0,2.0,0.33,21.0,6.0,1.0,18.0,4.0,19.44,20.64,8283.77,0.13,81.0,0.05,460.21,401.29,1.0,0.0,0.0,17.0,0.3,34.0,47.0,14.0,17.0,20.0,0.0,18.0,FALSE
19.0,15.0,1.0,6.0,11.0,22.0,8.0,0.12,8.0,2.0,5.0,0.63,31.0,8.0,1.0,60.0,1.0,41.36,32.0,42352.03,0.44,256.0,0.03,2352.89,1323.5,1.0,7.0,11.0,25.0,0.08,80.0,176.0,20.0,16.0,98.0,22.08,66.0,TRUE
16.0,3.0,14.0,12.0,12.0,4.0,2.0,0.1,2.0,2.0,2.0,1.0,19.0,1.0,0.0,9.0,0.0,57.37,6.72,2590.56,0.13,74.0,0.15,143.92,385.5,0.5,1.0,2.0,19.0,0.04,28.0,46.0,25.0,12.0,51.0,72.73,21.0,TRUE
8.0,3.0,0.0,0.0,3.0,4.0,2.0,0.11,2.0,2.0,1.0,0.5,7.0,1.0,0.0,19.0,0.0,59.53,8.08,3883.41,0.16,93.0,0.12,215.74,480.8,0.5,1.0,2.0,7.0,0.06,42.0,51.0,26.0,10.0,32.0,13.64,19.0,TRUE
20.0,5.0,11.0,4.0,10.0,8.0,3.0,0.14,4.0,2.0,2.0,0.67,20.0,1.0,0.0,18.0,0.0,39.64,11.0,4795.88,0.15,85.0,0.09,266.44,435.99,0.33,2.0,4.0,19.0,0.06,33.0,52.0,21.0,14.0,54.0,43.75,22.0,TRUE
21.0,15.0,3.0,14.0,14.0,28.0,8.0,0.17,14.0,2.0,4.0,0.5,36.0,1.0,0.0,33.0,0.0,67.61,22.34,33751.49,0.5,265.0,0.04,1875.08,1510.62,0.13,7.0,14.0,30.0,0.1,92.0,173.0,35.0,17.0,84.0,45.9,47.0,TRUE
7.0,7.0,4.0,0.0,3.0,4.0,5.0,0.14,2.0,2.0,5.0,1.0,16.0,1.0,0.0,36.0,1.0,30.33,17.78,9587.04,0.18,106.0,0.06,532.61,539.27,0.2,1.0,2.0,13.0,0.1,40.0,66.0,18.0,16.0,48.0,7.69,36.0,FALSE
9.0,15.0,1.0,15.0,3.0,28.0,8.0,0.14,14.0,2.0,1.0,0.13,33.0,1.0,0.0,41.0,1.0,28.48,37.78,40642.28,0.36,205.0,0.03,2257.9,1075.83,0.13,7.0,14.0,27.0,0.11,68.0,137.0,18.0,20.0,70.0,30.51,56.0,TRUE
2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,8.98,2.5,56.15,0.01,8.0,0.4,3.12,22.46,1.0,0.0,0.0,2.0,0.14,2.0,6.0,2.0,5.0,7.0,0.0,3.0,FALSE
2.0,3.0,2.0,0.0,0.0,4.0,2.0,0.14,2.0,2.0,2.0,1.0,8.0,1.0,0.0,14.0,0.0,17.84,13.33,3171.79,0.08,56.0,0.08,176.21,237.88,0.5,1.0,2.0,8.0,0.11,24.0,32.0,9.0,10.0,18.0,0.0,14.0,FALSE
0.0,9.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,4.0,0.8,18.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,15.0,0.45,0.0,0.0,0.0,0.0,11.0,0.0,0.0,FALSE
4.0,25.0,7.0,1.0,0.0,0.0,13.0,0.45,0.0,0.0,12.0,0.92,61.0,1.0,0.0,28.0,0.0,42.71,21.6,19924.88,0.31,194.0,0.05,1106.94,922.45,0.08,0.0,0.0,50.0,0.33,54.0,140.0,15.0,12.0,39.0,3.45,29.0,FALSE
1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.17,0.0,0.0,1.0,0.5,6.0,1.0,0.0,11.0,1.0,10.7,9.0,867.02,0.03,29.0,0.11,48.17,96.34,0.5,0.0,0.0,6.0,0.14,12.0,17.0,4.0,6.0,14.0,8.33,12.0,FALSE
19.0,39.0,5.0,6.0,21.0,76.0,20.0,0.2,38.0,2.0,2.0,0.1,93.0,1.0,0.0,96.0,1.0,29.39,91.11,243939.5,0.89,472.0,0.01,13552.19,2677.38,0.05,19.0,38.0,75.0,0.14,205.0,267.0,27.0,24.0,144.0,21.95,102.0,TRUE
8.0,15.0,3.0,2.0,2.0,26.0,8.0,0.4,10.0,2.0,4.0,0.5,26.0,5.0,0.0,18.0,1.0,18.74,26.0,12669.33,0.16,95.0,0.04,703.85,487.28,0.63,8.0,13.0,20.0,0.2,39.0,56.0,15.0,20.0,41.0,18.18,20.0,FALSE
2.0,3.0,1.0,0.0,0.0,0.0,2.0,0.22,0.0,0.0,2.0,1.0,7.0,1.0,0.0,9.0,3.0,16.35,6.75,744.94,0.04,27.0,0.15,41.39,110.36,0.5,0.0,0.0,7.0,0.17,12.0,15.0,8.0,9.0,12.0,0.0,9.0,FALSE
15.0,13.0,2.0,40.0,9.0,22.0,7.0,0.1,10.0,2.0,4.0,0.57,30.0,5.0,0.0,27.0,0.0,35.15,40.38,57328.2,0.47,257.0,0.02,3184.9,1419.56,0.71,6.0,11.0,25.0,0.08,105.0,152.0,26.0,20.0,93.0,64.47,67.0,TRUE
9.0,3.0,3.0,10.0,5.0,4.0,2.0,0.07,2.0,2.0,2.0,1.0,9.0,1.0,0.0,20.0,0.0,30.43,17.19,8989.71,0.17,110.0,0.06,499.43,523.03,0.5,1.0,2.0,9.0,0.04,50.0,60.0,16.0,11.0,46.0,42.86,30.0,TRUE
6.0,9.0,3.0,2.0,6.0,16.0,5.0,0.19,8.0,2.0,3.0,0.6,21.0,1.0,0.0,25.0,0.0,28.01,16.89,7990.71,0.16,93.0,0.06,443.93,473.13,0.2,4.0,8.0,18.0,0.12,38.0,55.0,18.0,16.0,41.0,24.24,27.0,TRUE
3.0,9.0,0.0,2.0,0.0,10.0,5.0,0.5,2.0,5.0,1.0,0.2,11.0,5.0,1.0,8.0,0.0,18.06,8.94,1442.7,0.05,38.0,0.11,80.15,161.42,1.0,4.0,5.0,8.0,0.33,13.0,25.0,8.0,11.0,15.0,20.0,10.0,TRUE
3.0,1.0,1.0,1.0,2.0,0.0,1.0,0.25,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,15.36,3.5,188.21,0.02,15.0,0.29,10.46,53.77,1.0,0.0,0.0,3.0,0.09,5.0,10.0,5.0,7.0,11.0,50.0,4.0,TRUE
3.0,5.0,0.0,2.0,5.0,8.0,3.0,0.38,4.0,2.0,1.0,0.33,10.0,1.0,0.0,6.0,3.0,11.15,13.0,1884.3,0.05,33.0,0.08,104.68,144.95,0.33,2.0,4.0,9.0,0.15,13.0,20.0,7.0,14.0,20.0,53.85,8.0,TRUE
0.0,5.0,1.0,0.0,0.0,8.0,3.0,0.18,4.0,2.0,1.0,0.33,9.0,1.0,0.0,17.0,3.0,17.05,11.25,2157.94,0.06,46.0,0.09,119.89,191.82,0.33,2.0,4.0,8.0,0.14,18.0,28.0,8.0,10.0,21.0,0.0,17.0,TRUE
11.0,9.0,3.0,6.0,11.0,16.0,5.0,0.11,8.0,2.0,4.0,0.8,23.0,1.0,0.0,40.0,1.0,32.18,22.75,16658.75,0.24,154.0,0.04,925.49,732.25,0.2,4.0,8.0,20.0,0.07,49.0,105.0,14.0,13.0,70.0,29.82,46.0,TRUE
2.0,5.0,2.0,0.0,0.0,4.0,3.0,0.33,2.0,2.0,2.0,0.67,10.0,1.0,0.0,9.0,0.0,12.8,5.6,401.52,0.02,20.0,0.18,22.31,71.7,0.33,1.0,2.0,9.0,0.23,8.0,12.0,5.0,7.0,13.0,0.0,9.0,FALSE
7.0,5.0,1.0,1.0,3.0,8.0,3.0,0.13,4.0,2.0,3.0,1.0,12.0,1.0,0.0,22.0,2.0,22.3,13.8,4246.27,0.1,69.0,0.07,235.9,307.7,0.33,2.0,4.0,11.0,0.08,23.0,46.0,10.0,12.0,37.0,15.38,23.0,TRUE
17.0,9.0,8.0,6.0,11.0,16.0,5.0,0.18,8.0,2.0,5.0,1.0,22.0,1.0,0.0,22.0,0.0,41.03,12.75,6670.63,0.17,102.0,0.08,370.59,523.19,0.2,4.0,8.0,19.0,0.09,34.0,68.0,20.0,15.0,58.0,43.59,28.0,TRUE
50.0,9.0,1.0,37.0,18.0,16.0,5.0,0.03,8.0,2.0,1.0,0.2,27.0,1.0,0.0,155.0,0.0,132.94,61.45,501990.12,2.72,1235.0,0.02,27888.34,8169.17,0.2,4.0,8.0,24.0,0.02,511.0,724.0,79.0,19.0,262.0,26.19,192.0,TRUE
11.0,7.0,1.0,3.0,6.0,10.0,4.0,0.18,4.0,2.0,2.0,0.5,12.0,3.0,0.0,19.0,0.0,16.85,18.91,6024.01,0.11,67.0,0.05,334.67,318.58,0.75,3.0,5.0,10.0,0.1,26.0,41.0,11.0,16.0,42.0,32.14,22.0,TRUE
4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.17,0.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,1.0,13.88,5.6,435.17,0.03,21.0,0.18,24.18,77.71,1.0,0.0,0.0,3.0,0.08,7.0,14.0,5.0,8.0,13.0,28.57,6.0,TRUE
0.0,5.0,1.0,0.0,0.0,0.0,3.0,0.6,0.0,0.0,2.0,0.67,11.0,1.0,0.0,5.0,1.0,4.61,13.5,840.64,0.02,18.0,0.07,46.7,62.27,0.33,0.0,0.0,10.0,0.5,6.0,12.0,2.0,9.0,6.0,0.0,5.0,FALSE
15.0,5.0,5.0,4.0,6.0,8.0,3.0,0.12,4.0,2.0,3.0,1.0,17.0,1.0,0.0,21.0,3.0,50.5,9.52,4580.38,0.16,99.0,0.11,254.47,480.94,0.33,2.0,4.0,16.0,0.06,50.0,49.0,21.0,8.0,50.0,32.25,25.0,FALSE
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,0.0,0.0,2.0,0.2,1.0,3.0,1.0,3.0,5.0,0.0,2.0,FALSE
4.0,11.0,2.0,12.0,0.0,20.0,6.0,0.18,10.0,2.0,2.0,0.33,27.0,3.0,0.0,22.0,3.0,18.18,29.14,15444.09,0.18,108.0,0.03,858.0,529.94,0.5,5.0,10.0,23.0,0.14,51.0,57.0,14.0,16.0,42.0,35.29,34.0,TRUE
31.0,25.0,3.0,19.0,29.0,38.0,13.0,0.22,14.0,2.0,3.0,0.23,45.0,9.0,0.0,39.0,0.0,36.37,41.48,62590.96,0.5,266.0,0.02,3477.28,1508.87,0.69,12.0,19.0,34.0,0.11,101.0,165.0,28.0,23.0,120.0,55.17,58.0,TRUE
27.0,37.0,9.0,68.0,28.0,70.0,19.0,0.12,34.0,2.0,5.0,0.26,114.0,3.0,0.0,92.0,0.0,85.05,84.51,607387.78,2.4,1094.0,0.01,33743.77,7187.42,0.16,18.0,35.0,97.0,0.09,500.0,594.0,71.0,24.0,217.0,51.06,160.0,TRUE
1.0,107.0,7.0,0.0,0.0,0.0,54.0,0.72,0.0,0.0,24.0,0.44,219.0,25.0,0.0,75.0,3.0,46.04,88.2,358147.97,1.35,656.0,0.01,19897.11,4060.52,0.46,0.0,0.0,167.0,0.7,239.0,417.0,42.0,31.0,77.0,0.0,75.0,FALSE
29.0,7.0,1.0,10.0,30.0,12.0,4.0,0.1,6.0,2.0,4.0,1.0,42.0,1.0,0.0,31.0,0.0,90.42,23.23,48777.92,0.7,392.0,0.04,2709.88,2100.16,0.25,3.0,6.0,40.0,0.04,144.0,248.0,31.0,10.0,102.0,56.34,41.0,TRUE
0.0,72.0,10.0,0.0,0.0,0.0,53.0,1.0,0.0,0.0,43.0,0.81,249.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,198.0,0.3,0.0,0.0,0.0,0.0,174.0,0.0,0.0,FALSE
1.0,19.0,3.0,0.0,0.0,0.0,10.0,0.77,0.0,0.0,5.0,0.5,35.0,6.0,0.0,13.0,3.0,19.75,20.46,8269.85,0.13,85.0,0.05,459.44,404.17,0.6,0.0,0.0,27.0,0.67,38.0,47.0,13.0,14.0,15.0,0.0,13.0,FALSE
7.0,3.0,0.0,1.0,0.0,4.0,2.0,0.13,2.0,2.0,1.0,0.5,6.0,1.0,0.0,14.0,6.0,20.48,14.77,4470.34,0.1,66.0,0.07,248.35,302.61,0.5,1.0,2.0,6.0,0.07,25.0,41.0,11.0,13.0,30.0,6.67,15.0,TRUE
0.0,9.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.13,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,11.0,0.13,0.0,0.0,0.0,0.0,63.0,0.0,0.0,FALSE
2.0,5.0,1.0,14.0,4.0,8.0,3.0,0.17,4.0,2.0,1.0,0.33,11.0,1.0,0.0,4.0,0.0,12.12,13.2,2112.0,0.05,40.0,0.08,117.33,160.0,0.33,2.0,4.0,10.0,0.12,12.0,28.0,5.0,11.0,26.0,81.82,18.0,TRUE
4.0,3.0,1.0,1.0,0.0,4.0,2.0,0.2,2.0,2.0,1.0,0.5,6.0,1.0,0.0,9.0,0.0,15.16,15.0,3411.47,0.08,51.0,0.07,189.53,227.43,0.5,1.0,2.0,6.0,0.13,14.0,37.0,7.0,15.0,16.0,10.0,10.0,TRUE
1.0,5.0,2.0,0.0,0.0,0.0,3.0,0.3,0.0,0.0,2.0,0.67,10.0,3.0,1.0,10.0,2.0,14.55,10.11,1487.96,0.05,33.0,0.1,82.66,147.16,1.0,0.0,0.0,9.0,0.25,14.0,19.0,9.0,13.0,12.0,0.0,10.0,FALSE
0.0,13.0,3.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,4.0,0.57,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,24.0,0.54,0.0,0.0,0.0,0.0,13.0,0.0,0.0,FALSE
14.0,6.0,4.0,2.0,4.0,4.0,4.0,0.13,2.0,2.0,4.0,1.0,15.0,1.0,0.0,29.0,1.0,29.51,15.0,6639.14,0.15,87.0,0.07,368.84,442.61,0.25,1.0,2.0,13.0,0.08,30.0,57.0,17.0,17.0,51.0,17.14,31.0,TRUE
3.0,15.0,8.0,0.0,0.0,0.0,8.0,0.4,0.0,0.0,6.0,0.75,36.0,5.0,0.0,20.0,0.0,44.13,16.55,12089.65,0.24,133.0,0.06,671.65,730.42,0.63,0.0,0.0,30.0,0.15,60.0,73.0,29.0,16.0,55.0,0.0,20.0,FALSE
0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.5,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,6.0,0.2,0.0,0.0,0.0,0.0,10.0,0.0,0.0,FALSE
8.0,3.0,0.0,0.0,0.0,4.0,2.0,0.13,2.0,2.0,1.0,0.5,7.0,1.0,0.0,15.0,0.0,12.49,28.7,10288.84,0.12,100.0,0.03,571.6,358.5,0.5,1.0,2.0,7.0,0.08,41.0,59.0,5.0,7.0,25.0,0.0,15.0,FALSE
12.0,9.0,5.0,15.0,13.0,16.0,5.0,0.11,8.0,2.0,3.0,0.6,26.0,1.0,0.0,30.0,0.0,34.26,27.0,24973.53,0.31,175.0,0.04,1387.42,924.95,0.2,4.0,8.0,23.0,0.07,63.0,112.0,21.0,18.0,72.0,48.28,45.0,TRUE
14.0,5.0,1.0,2.0,2.0,8.0,3.0,0.02,4.0,2.0,2.0,0.67,11.0,1.0,0.0,196.0,0.0,201.95,50.69,518878.57,3.41,1472.0,0.02,28826.59,10236.58,0.33,2.0,4.0,10.0,0.01,597.0,875.0,106.0,18.0,216.0,2.0,198.0,TRUE
15.0,11.0,4.0,0.0,0.0,20.0,6.0,0.33,10.0,2.0,5.0,0.83,28.0,1.0,0.0,18.0,0.0,26.43,17.45,8053.59,0.15,102.0,0.06,447.42,461.4,0.17,5.0,10.0,24.0,0.15,32.0,70.0,11.0,12.0,39.0,0.0,18.0,FALSE
18.0,9.0,1.0,2.0,7.0,16.0,5.0,0.1,8.0,2.0,1.0,0.2,18.0,1.0,0.0,49.0,1.0,30.75,35.76,39329.66,0.37,218.0,0.03,2184.98,1099.68,0.2,4.0,8.0,15.0,0.06,76.0,142.0,17.0,16.0,78.0,15.52,51.0,TRUE
6.0,3.0,1.0,1.0,1.0,4.0,2.0,0.17,2.0,2.0,1.0,0.5,6.0,1.0,0.0,11.0,1.0,22.46,10.39,2424.6,0.08,54.0,0.1,134.7,233.38,0.5,1.0,2.0,6.0,0.1,17.0,37.0,9.0,11.0,21.0,15.38,12.0,TRUE
1.0,1.0,0.0,6.0,1.0,0.0,1.0,0.13,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,25.9,5.14,685.11,0.04,36.0,0.19,38.06,133.22,1.0,0.0,0.0,2.0,0.08,12.0,24.0,7.0,6.0,12.0,77.78,8.0,FALSE
12.0,13.0,9.0,8.0,10.0,24.0,7.0,0.19,12.0,2.0,6.0,0.86,31.0,1.0,0.0,28.0,0.0,60.82,9.92,5988.69,0.2,115.0,0.1,332.71,603.51,0.14,6.0,12.0,26.0,0.12,43.0,72.0,26.0,12.0,60.0,39.13,36.0,TRUE
1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.4,0.0,0.0,1.0,0.5,5.0,1.0,0.0,5.0,1.0,6.77,9.0,548.5,0.02,17.0,0.11,30.47,60.94,0.5,0.0,0.0,5.0,0.25,6.0,11.0,3.0,9.0,8.0,0.0,5.0,FALSE
1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.33,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,9.0,3.0,81.0,0.01,9.0,0.33,4.5,27.0,1.0,0.0,0.0,2.0,0.13,2.0,7.0,2.0,6.0,8.0,60.0,3.0,TRUE
8.0,1.0,4.0,1.0,4.0,0.0,1.0,0.17,0.0,0.0,1.0,1.0,5.0,1.0,0.0,5.0,0.0,22.5,2.0,90.0,0.02,15.0,0.5,5.0,45.0,1.0,0.0,0.0,6.0,0.05,4.0,11.0,4.0,4.0,20.0,50.0,6.0,TRUE
3.0,5.0,0.0,1.0,0.0,8.0,3.0,0.25,4.0,2.0,1.0,0.33,9.0,1.0,0.0,11.0,5.0,14.12,11.0,1708.56,0.05,38.0,0.09,94.92,155.32,0.33,2.0,4.0,8.0,0.14,12.0,26.0,6.0,11.0,22.0,8.33,12.0,TRUE
6.0,3.0,2.0,3.0,2.0,4.0,2.0,0.15,2.0,2.0,2.0,1.0,9.0,1.0,0.0,10.0,0.0,16.6,14.06,3280.34,0.08,54.0,0.07,182.24,233.38,0.5,1.0,2.0,9.0,0.09,23.0,31.0,9.0,11.0,23.0,33.33,13.0,TRUE
4.0,7.0,2.0,3.0,2.0,12.0,4.0,0.15,6.0,2.0,2.0,0.5,15.0,1.0,0.0,23.0,0.0,12.12,25.67,7986.92,0.1,72.0,0.04,443.72,311.18,0.25,3.0,6.0,13.0,0.12,22.0,50.0,6.0,14.0,34.0,17.86,26.0,TRUE
38.0,7.0,15.0,19.0,34.0,12.0,4.0,0.09,6.0,2.0,2.0,0.5,29.0,1.0,0.0,24.0,0.0,79.68,11.59,10705.07,0.31,157.0,0.09,594.73,923.57,0.25,3.0,6.0,27.0,0.03,68.0,89.0,44.0,15.0,117.0,68.83,43.0,TRUE
1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.33,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,9.05,2.0,36.19,0.01,7.0,0.5,2.0,18.09,1.0,0.0,0.0,2.0,0.17,2.0,5.0,2.0,4.0,6.0,33.33,3.0,FALSE
7.0,9.0,1.0,6.0,2.0,14.0,5.0,0.15,6.0,2.0,3.0,0.6,18.0,4.0,0.0,28.0,2.0,27.03,17.77,8533.56,0.16,101.0,0.06,474.09,480.24,0.8,4.0,7.0,15.0,0.11,33.0,68.0,13.0,14.0,46.0,22.22,34.0,TRUE
3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.25,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,16.5,2.0,66.0,0.01,11.0,0.5,3.67,33.0,1.0,0.0,0.0,2.0,0.1,4.0,7.0,4.0,4.0,10.0,25.0,4.0,TRUE
8.0,5.0,3.0,2.0,6.0,8.0,3.0,0.14,4.0,2.0,3.0,1.0,13.0,1.0,0.0,20.0,1.0,30.43,15.17,6999.51,0.15,96.0,0.07,388.86,461.51,0.33,2.0,4.0,12.0,0.08,35.0,61.0,15.0,13.0,38.0,28.57,22.0,TRUE
21.0,16.0,4.0,1.0,0.0,0.0,15.0,0.17,0.0,0.0,15.0,1.0,55.0,1.0,0.0,89.0,0.0,47.97,41.21,81451.08,0.66,336.0,0.02,4525.06,1976.57,0.07,0.0,0.0,42.0,0.13,129.0,207.0,36.0,23.0,113.0,1.11,90.0,FALSE
7.0,11.0,1.0,17.0,7.0,18.0,6.0,0.26,8.0,2.0,2.0,0.33,19.0,1.0,0.0,6.0,1.0,25.52,13.0,4312.2,0.11,69.0,0.08,239.57,331.71,0.17,5.0,9.0,15.0,0.15,26.0,43.0,14.0,14.0,39.0,80.0,23.0,TRUE
9.0,3.0,0.0,1.0,7.0,6.0,2.0,0.4,2.0,3.0,1.0,0.5,5.0,1.0,0.0,4.0,0.0,11.72,8.0,750.12,0.03,24.0,0.13,41.67,93.77,0.5,2.0,3.0,5.0,0.09,8.0,16.0,5.0,10.0,23.0,66.67,5.0,FALSE
6.0,5.0,1.0,1.0,5.0,8.0,3.0,0.19,4.0,2.0,2.0,0.67,10.0,1.0,0.0,15.0,1.0,16.6,11.38,2148.39,0.06,43.0,0.09,119.36,188.87,0.33,2.0,4.0,9.0,0.1,14.0,29.0,8.0,13.0,29.0,28.57,16.0,TRUE
1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.17,0.0,0.0,1.0,1.0,4.0,1.0,0.0,6.0,0.0,19.41,7.22,1012.42,0.05,33.0,0.14,56.25,140.18,1.0,0.0,0.0,5.0,0.11,13.0,20.0,9.0,10.0,9.0,0.0,6.0,FALSE
2.0,5.0,5.0,0.0,0.0,0.0,3.0,0.18,0.0,0.0,3.0,1.0,13.0,1.0,0.0,17.0,0.0,33.91,8.29,2327.82,0.09,63.0,0.12,129.32,280.94,0.33,0.0,0.0,12.0,0.14,29.0,34.0,14.0,8.0,21.0,0.0,17.0,FALSE
0.0,3.0,1.0,0.0,0.0,6.0,2.0,1.0,2.0,3.0,1.0,0.5,6.0,1.0,0.0,2.0,0.0,9.49,3.5,116.27,0.01,10.0,0.29,6.46,33.22,0.5,2.0,3.0,6.0,0.5,3.0,7.0,3.0,7.0,4.0,0.0,2.0,FALSE
6.0,3.0,0.0,0.0,0.0,4.0,2.0,0.18,2.0,2.0,1.0,0.5,7.0,1.0,0.0,11.0,0.0,12.36,20.3,5094.23,0.08,70.0,0.05,283.01,250.95,0.5,1.0,2.0,7.0,0.11,29.0,41.0,5.0,7.0,19.0,0.0,11.0,FALSE
