loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,lOCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,problems
14.0,3.0,1.0,3.0,42.0,189.99,0.15,6.54,29.06,1242.24,0.06,69.01,10.0,0.0,2.0,0.0,10.0,13.0,25.0,17.0,5.0,yes
49.0,4.0,1.0,4.0,126.0,618.27,0.06,16.67,37.1,10304.47,0.21,572.47,39.0,2.0,5.0,0.0,12.0,18.0,76.0,50.0,7.0,yes
8.0,1.0,1.0,1.0,13.0,41.21,0.67,1.5,27.47,61.81,0.01,3.43,4.0,0.0,1.0,0.0,3.0,6.0,7.0,6.0,1.0,no
6.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,2.0,0.0,3.0,2.0,3.0,2.0,1.0,no
14.0,3.0,1.0,2.0,33.0,142.62,0.17,5.73,24.9,816.84,0.05,45.38,12.0,0.0,0.0,0.0,9.0,11.0,19.0,14.0,5.0,yes
130.0,14.0,6.0,11.0,336.0,1951.27,0.05,22.0,88.69,42927.97,0.65,2384.89,104.0,4.0,18.0,2.0,14.0,42.0,204.0,132.0,27.0,yes
517.0,86.0,35.0,46.0,1340.0,9699.46,0.02,53.77,180.39,521538.55,3.23,28974.36,401.0,44.0,56.0,6.0,25.0,126.0,798.0,542.0,171.0,yes
104.0,17.0,5.0,11.0,356.0,2159.53,0.04,22.27,96.95,48102.42,0.72,2672.36,86.0,5.0,11.0,0.0,16.0,51.0,214.0,142.0,33.0,yes
5.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,no
78.0,6.0,5.0,6.0,302.0,1704.44,0.04,26.12,65.26,44516.08,0.57,2473.12,67.0,5.0,4.0,0.0,16.0,34.0,191.0,111.0,11.0,no
275.0,24.0,18.0,21.0,572.0,3731.48,0.02,41.95,88.94,156552.44,1.24,8697.36,195.0,38.0,39.0,1.0,26.0,66.0,359.0,213.0,47.0,yes
9.0,1.0,1.0,1.0,13.0,41.21,0.25,4.0,10.3,164.84,0.01,9.16,3.0,2.0,2.0,0.0,6.0,3.0,9.0,4.0,1.0,no
118.0,3.0,1.0,2.0,353.0,2050.0,0.03,31.2,65.71,63959.88,0.68,3553.33,87.0,1.0,23.0,0.0,16.0,40.0,197.0,156.0,5.0,yes
56.0,4.0,1.0,4.0,102.0,523.19,0.07,14.25,36.71,7455.41,0.17,414.19,41.0,3.0,3.0,0.0,15.0,20.0,64.0,38.0,7.0,no
46.0,4.0,1.0,4.0,114.0,564.78,0.06,15.53,36.37,8769.75,0.19,487.21,35.0,1.0,7.0,1.0,13.0,18.0,71.0,43.0,7.0,no
4.0,1.0,1.0,1.0,9.0,25.27,0.0,0.0,0.0,0.0,0.01,0.0,2.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,1.0,no
4.0,1.0,1.0,1.0,6.0,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2.0,0.0,0.0,0.0,5.0,1.0,5.0,1.0,1.0,no
63.0,5.0,1.0,4.0,160.0,873.51,0.06,16.57,52.73,14471.13,0.29,803.95,50.0,1.0,10.0,0.0,14.0,30.0,89.0,71.0,9.0,yes
72.0,12.0,5.0,6.0,200.0,1122.94,0.04,23.23,48.35,26081.23,0.37,1448.96,63.0,0.0,6.0,0.0,18.0,31.0,120.0,80.0,23.0,yes
6.0,2.0,1.0,1.0,15.0,55.51,0.33,3.0,18.5,166.52,0.02,9.25,4.0,0.0,0.0,0.0,6.0,7.0,8.0,7.0,3.0,no
42.0,4.0,1.0,3.0,78.0,393.46,0.08,12.53,31.41,4928.64,0.13,273.81,23.0,5.0,9.0,1.0,14.0,19.0,44.0,34.0,7.0,yes
19.0,4.0,1.0,1.0,44.0,176.0,0.09,11.57,15.21,2036.57,0.06,113.14,15.0,0.0,1.0,0.0,9.0,7.0,26.0,18.0,7.0,no
28.0,2.0,1.0,2.0,59.0,263.11,0.1,10.0,26.31,2631.06,0.09,146.17,18.0,0.0,6.0,0.0,10.0,12.0,35.0,24.0,3.0,no
102.0,25.0,4.0,4.0,248.0,1488.0,0.05,19.17,77.62,28525.28,0.5,1584.74,92.0,3.0,5.0,0.0,17.0,47.0,142.0,106.0,49.0,no
35.0,5.0,1.0,4.0,77.0,388.42,0.1,10.08,38.55,3913.31,0.13,217.41,30.0,0.0,3.0,0.0,13.0,20.0,46.0,31.0,9.0,yes
45.0,9.0,6.0,7.0,132.0,707.2,0.07,13.48,52.46,9534.06,0.24,529.67,39.0,3.0,1.0,0.0,14.0,27.0,80.0,52.0,17.0,yes
29.0,1.0,1.0,1.0,73.0,354.63,0.11,9.17,38.69,3250.8,0.12,180.6,20.0,0.0,7.0,0.0,11.0,18.0,43.0,30.0,1.0,yes
148.0,16.0,8.0,11.0,131.0,677.26,0.1,9.68,69.96,6555.88,0.23,364.22,36.0,1.0,8.0,0.0,23.0,49.0,238.0,147.0,3.0,yes
70.0,11.0,1.0,9.0,175.0,961.07,0.05,20.34,47.25,19547.56,0.32,1085.98,57.0,4.0,6.0,0.0,17.0,28.0,108.0,67.0,21.0,yes
38.0,9.0,5.0,5.0,98.0,490.0,0.07,13.68,35.81,6705.26,0.16,372.51,34.0,1.0,1.0,0.0,13.0,19.0,58.0,40.0,17.0,no
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,no
13.0,2.0,1.0,2.0,18.0,66.61,0.18,5.6,11.89,373.0,0.02,20.72,8.0,0.0,1.0,0.0,8.0,5.0,11.0,7.0,3.0,no
7.0,1.0,1.0,1.0,5.0,11.61,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,5.0,0.0,5.0,0.0,1.0,no
52.0,7.0,1.0,4.0,133.0,692.86,0.08,12.48,55.52,8646.86,0.23,480.38,33.0,6.0,9.0,0.0,12.0,25.0,81.0,52.0,13.0,yes
39.0,4.0,3.0,3.0,75.0,371.56,0.08,13.13,28.31,4876.79,0.12,270.93,30.0,2.0,5.0,0.0,15.0,16.0,47.0,28.0,7.0,no
10.0,2.0,1.0,1.0,24.0,96.0,0.2,5.0,19.2,480.0,0.03,26.67,6.0,0.0,2.0,0.0,8.0,8.0,14.0,10.0,3.0,no
415.0,59.0,50.0,51.0,1159.0,8411.31,0.01,103.53,81.24,870848.58,2.8,48380.48,359.0,35.0,9.0,10.0,47.0,106.0,692.0,467.0,106.0,yes
80.0,8.0,1.0,6.0,203.0,1101.53,0.06,17.14,64.26,18877.98,0.37,1048.78,58.0,8.0,11.0,0.0,14.0,29.0,132.0,71.0,15.0,yes
9.0,1.0,1.0,1.0,10.0,30.0,0.3,3.33,9.0,100.0,0.01,5.56,4.0,0.0,2.0,0.0,5.0,3.0,6.0,4.0,1.0,no
30.0,5.0,3.0,4.0,86.0,421.99,0.08,12.67,33.32,5345.24,0.14,296.96,20.0,3.0,5.0,0.0,12.0,18.0,48.0,38.0,9.0,no
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,no
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,yes
8.0,1.0,1.0,1.0,10.0,30.0,0.3,3.33,9.0,100.0,0.01,5.56,4.0,0.0,1.0,0.0,5.0,3.0,6.0,4.0,1.0,yes
28.0,2.0,1.0,2.0,59.0,263.11,0.1,10.0,26.31,2631.06,0.09,146.17,18.0,0.0,6.0,0.0,10.0,12.0,35.0,24.0,3.0,no
88.0,10.0,6.0,6.0,198.0,1123.14,0.06,17.83,63.0,20023.99,0.37,1112.44,66.0,7.0,11.0,0.0,16.0,35.0,120.0,78.0,19.0,yes
10.0,2.0,1.0,2.0,18.0,64.53,0.14,7.0,9.22,451.71,0.02,25.09,8.0,0.0,0.0,0.0,8.0,4.0,11.0,7.0,3.0,no
45.0,9.0,1.0,4.0,197.0,1158.88,0.04,23.33,49.67,27040.55,0.39,1502.25,36.0,2.0,4.0,1.0,20.0,39.0,106.0,91.0,17.0,yes
30.0,6.0,5.0,4.0,72.0,346.13,0.07,14.0,24.72,4845.81,0.12,269.21,20.0,2.0,5.0,0.0,14.0,14.0,44.0,28.0,11.0,no
8.0,1.0,1.0,1.0,14.0,44.38,0.57,1.75,25.36,77.66,0.01,4.31,6.0,0.0,0.0,0.0,3.0,6.0,7.0,7.0,1.0,no
76.0,9.0,5.0,6.0,185.0,1064.65,0.05,20.36,52.3,21673.32,0.35,1204.07,56.0,3.0,10.0,4.0,19.0,35.0,110.0,75.0,17.0,yes
4.0,1.0,1.0,1.0,9.0,25.27,0.0,0.0,0.0,0.0,0.01,0.0,2.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,1.0,no
24.0,1.0,1.0,1.0,40.0,175.69,0.19,5.23,33.59,919.01,0.06,51.06,13.0,2.0,7.0,0.0,8.0,13.0,23.0,17.0,1.0,yes
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,yes
102.0,14.0,1.0,10.0,254.0,1394.93,0.05,18.89,73.84,26351.11,0.46,1463.95,80.0,4.0,15.0,0.0,13.0,32.0,161.0,93.0,27.0,yes
81.0,7.0,1.0,7.0,207.0,1136.81,0.04,22.77,49.93,25882.81,0.38,1437.93,62.0,4.0,11.0,0.0,17.0,28.0,132.0,75.0,13.0,yes
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,no
4.0,1.0,1.0,1.0,5.0,11.61,0.5,2.0,5.8,23.22,0.0,1.29,2.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,yes
