,buying,maint,doors,persons,lug_boot,safety
536,0.0,3.0,3.0,2.0,1.0,0.0
537,0.0,3.0,3.0,2.0,0.0,1.0
538,0.0,3.0,3.0,2.0,0.0,2.0
539,0.0,3.0,3.0,2.0,0.0,0.0
540,0.0,0.0,0.0,0.0,2.0,1.0
541,0.0,0.0,0.0,0.0,2.0,2.0
542,0.0,0.0,0.0,0.0,2.0,0.0
543,0.0,0.0,0.0,0.0,1.0,1.0
544,0.0,0.0,0.0,0.0,1.0,2.0
545,0.0,0.0,0.0,0.0,1.0,0.0
546,0.0,0.0,0.0,0.0,0.0,1.0
547,0.0,0.0,0.0,0.0,0.0,2.0
548,0.0,0.0,0.0,0.0,0.0,0.0
549,0.0,0.0,0.0,1.0,2.0,1.0
550,0.0,0.0,0.0,1.0,2.0,2.0
551,0.0,0.0,0.0,1.0,2.0,0.0
552,0.0,0.0,0.0,1.0,1.0,1.0
553,0.0,0.0,0.0,1.0,1.0,2.0
554,0.0,0.0,0.0,1.0,1.0,0.0
555,0.0,0.0,0.0,1.0,0.0,1.0
556,0.0,0.0,0.0,1.0,0.0,2.0
557,0.0,0.0,0.0,1.0,0.0,0.0
558,0.0,0.0,0.0,2.0,2.0,1.0
559,0.0,0.0,0.0,2.0,2.0,2.0
560,0.0,0.0,0.0,2.0,2.0,0.0
561,0.0,0.0,0.0,2.0,1.0,1.0
562,0.0,0.0,0.0,2.0,1.0,2.0
563,0.0,0.0,0.0,2.0,1.0,0.0
564,0.0,0.0,0.0,2.0,0.0,1.0
565,0.0,0.0,0.0,2.0,0.0,2.0
566,0.0,0.0,0.0,2.0,0.0,0.0
567,0.0,0.0,1.0,0.0,2.0,1.0
568,0.0,0.0,1.0,0.0,2.0,2.0
569,0.0,0.0,1.0,0.0,2.0,0.0
570,0.0,0.0,1.0,0.0,1.0,1.0
571,0.0,0.0,1.0,0.0,1.0,2.0
572,0.0,0.0,1.0,0.0,1.0,0.0
573,0.0,0.0,1.0,0.0,0.0,1.0
574,0.0,0.0,1.0,0.0,0.0,2.0
575,0.0,0.0,1.0,0.0,0.0,0.0
576,0.0,0.0,1.0,1.0,2.0,1.0
577,0.0,0.0,1.0,1.0,2.0,2.0
578,0.0,0.0,1.0,1.0,2.0,0.0
579,0.0,0.0,1.0,1.0,1.0,1.0
580,0.0,0.0,1.0,1.0,1.0,2.0
581,0.0,0.0,1.0,1.0,1.0,0.0
582,0.0,0.0,1.0,1.0,0.0,1.0
583,0.0,0.0,1.0,1.0,0.0,2.0
584,0.0,0.0,1.0,1.0,0.0,0.0
585,0.0,0.0,1.0,2.0,2.0,1.0
586,0.0,0.0,1.0,2.0,2.0,2.0
587,0.0,0.0,1.0,2.0,2.0,0.0
588,0.0,0.0,1.0,2.0,1.0,1.0
589,0.0,0.0,1.0,2.0,1.0,2.0
590,0.0,0.0,1.0,2.0,1.0,0.0
591,0.0,0.0,1.0,2.0,0.0,1.0
592,0.0,0.0,1.0,2.0,0.0,2.0
593,0.0,0.0,1.0,2.0,0.0,0.0
594,0.0,0.0,2.0,0.0,2.0,1.0
595,0.0,0.0,2.0,0.0,2.0,2.0
596,0.0,0.0,2.0,0.0,2.0,0.0
597,0.0,0.0,2.0,0.0,1.0,1.0
598,0.0,0.0,2.0,0.0,1.0,2.0
599,0.0,0.0,2.0,0.0,1.0,0.0
600,0.0,0.0,2.0,0.0,0.0,1.0
601,0.0,0.0,2.0,0.0,0.0,2.0
602,0.0,0.0,2.0,0.0,0.0,0.0
603,0.0,0.0,2.0,1.0,2.0,1.0
604,0.0,0.0,2.0,1.0,2.0,2.0
605,0.0,0.0,2.0,1.0,2.0,0.0
606,0.0,0.0,2.0,1.0,1.0,1.0
607,0.0,0.0,2.0,1.0,1.0,2.0
608,0.0,0.0,2.0,1.0,1.0,0.0
609,0.0,0.0,2.0,1.0,0.0,1.0
610,0.0,0.0,2.0,1.0,0.0,2.0
611,0.0,0.0,2.0,1.0,0.0,0.0
612,0.0,0.0,2.0,2.0,2.0,1.0
613,0.0,0.0,2.0,2.0,2.0,2.0
614,0.0,0.0,2.0,2.0,2.0,0.0
615,0.0,0.0,2.0,2.0,1.0,1.0
616,0.0,0.0,2.0,2.0,1.0,2.0
617,0.0,0.0,2.0,2.0,1.0,0.0
618,0.0,0.0,2.0,2.0,0.0,1.0
619,0.0,0.0,2.0,2.0,0.0,2.0
620,0.0,0.0,2.0,2.0,0.0,0.0
621,0.0,0.0,3.0,0.0,2.0,1.0
622,0.0,0.0,3.0,0.0,2.0,2.0
623,0.0,0.0,3.0,0.0,2.0,0.0
624,0.0,0.0,3.0,0.0,1.0,1.0
625,0.0,0.0,3.0,0.0,1.0,2.0
626,0.0,0.0,3.0,0.0,1.0,0.0
627,0.0,0.0,3.0,0.0,0.0,1.0
628,0.0,0.0,3.0,0.0,0.0,2.0
629,0.0,0.0,3.0,0.0,0.0,0.0
630,0.0,0.0,3.0,1.0,2.0,1.0
631,0.0,0.0,3.0,1.0,2.0,2.0
632,0.0,0.0,3.0,1.0,2.0,0.0
633,0.0,0.0,3.0,1.0,1.0,1.0
634,0.0,0.0,3.0,1.0,1.0,2.0
635,0.0,0.0,3.0,1.0,1.0,0.0
636,0.0,0.0,3.0,1.0,0.0,1.0
637,0.0,0.0,3.0,1.0,0.0,2.0
638,0.0,0.0,3.0,1.0,0.0,0.0
639,0.0,0.0,3.0,2.0,2.0,1.0
640,0.0,0.0,3.0,2.0,2.0,2.0
641,0.0,0.0,3.0,2.0,2.0,0.0
642,0.0,0.0,3.0,2.0,1.0,1.0
643,0.0,0.0,3.0,2.0,1.0,2.0
644,0.0,0.0,3.0,2.0,1.0,0.0
645,0.0,0.0,3.0,2.0,0.0,1.0
646,0.0,0.0,3.0,2.0,0.0,2.0
647,0.0,0.0,3.0,2.0,0.0,0.0
648,0.0,2.0,0.0,0.0,2.0,1.0
649,0.0,2.0,0.0,0.0,2.0,2.0
650,0.0,2.0,0.0,0.0,2.0,0.0
651,0.0,2.0,0.0,0.0,1.0,1.0
652,0.0,2.0,0.0,0.0,1.0,2.0
653,0.0,2.0,0.0,0.0,1.0,0.0
654,0.0,2.0,0.0,0.0,0.0,1.0
655,0.0,2.0,0.0,0.0,0.0,2.0
656,0.0,2.0,0.0,0.0,0.0,0.0
657,0.0,2.0,0.0,1.0,2.0,1.0
658,0.0,2.0,0.0,1.0,2.0,2.0
659,0.0,2.0,0.0,1.0,2.0,0.0
660,0.0,2.0,0.0,1.0,1.0,1.0
661,0.0,2.0,0.0,1.0,1.0,2.0
662,0.0,2.0,0.0,1.0,1.0,0.0
663,0.0,2.0,0.0,1.0,0.0,1.0
664,0.0,2.0,0.0,1.0,0.0,2.0
665,0.0,2.0,0.0,1.0,0.0,0.0
666,0.0,2.0,0.0,2.0,2.0,1.0
667,0.0,2.0,0.0,2.0,2.0,2.0
668,0.0,2.0,0.0,2.0,2.0,0.0
669,0.0,2.0,0.0,2.0,1.0,1.0
670,0.0,2.0,0.0,2.0,1.0,2.0
671,0.0,2.0,0.0,2.0,1.0,0.0
672,0.0,2.0,0.0,2.0,0.0,1.0
673,0.0,2.0,0.0,2.0,0.0,2.0
674,0.0,2.0,0.0,2.0,0.0,0.0
675,0.0,2.0,1.0,0.0,2.0,1.0
676,0.0,2.0,1.0,0.0,2.0,2.0
677,0.0,2.0,1.0,0.0,2.0,0.0
678,0.0,2.0,1.0,0.0,1.0,1.0
679,0.0,2.0,1.0,0.0,1.0,2.0
680,0.0,2.0,1.0,0.0,1.0,0.0
681,0.0,2.0,1.0,0.0,0.0,1.0
682,0.0,2.0,1.0,0.0,0.0,2.0
683,0.0,2.0,1.0,0.0,0.0,0.0
684,0.0,2.0,1.0,1.0,2.0,1.0
685,0.0,2.0,1.0,1.0,2.0,2.0
686,0.0,2.0,1.0,1.0,2.0,0.0
687,0.0,2.0,1.0,1.0,1.0,1.0
688,0.0,2.0,1.0,1.0,1.0,2.0
689,0.0,2.0,1.0,1.0,1.0,0.0
690,0.0,2.0,1.0,1.0,0.0,1.0
691,0.0,2.0,1.0,1.0,0.0,2.0
692,0.0,2.0,1.0,1.0,0.0,0.0
693,0.0,2.0,1.0,2.0,2.0,1.0
694,0.0,2.0,1.0,2.0,2.0,2.0
695,0.0,2.0,1.0,2.0,2.0,0.0
696,0.0,2.0,1.0,2.0,1.0,1.0
697,0.0,2.0,1.0,2.0,1.0,2.0
698,0.0,2.0,1.0,2.0,1.0,0.0
699,0.0,2.0,1.0,2.0,0.0,1.0
700,0.0,2.0,1.0,2.0,0.0,2.0
701,0.0,2.0,1.0,2.0,0.0,0.0
702,0.0,2.0,2.0,0.0,2.0,1.0
703,0.0,2.0,2.0,0.0,2.0,2.0
704,0.0,2.0,2.0,0.0,2.0,0.0
705,0.0,2.0,2.0,0.0,1.0,1.0
706,0.0,2.0,2.0,0.0,1.0,2.0
707,0.0,2.0,2.0,0.0,1.0,0.0
708,0.0,2.0,2.0,0.0,0.0,1.0
709,0.0,2.0,2.0,0.0,0.0,2.0
710,0.0,2.0,2.0,0.0,0.0,0.0
711,0.0,2.0,2.0,1.0,2.0,1.0
712,0.0,2.0,2.0,1.0,2.0,2.0
713,0.0,2.0,2.0,1.0,2.0,0.0
714,0.0,2.0,2.0,1.0,1.0,1.0
715,0.0,2.0,2.0,1.0,1.0,2.0
716,0.0,2.0,2.0,1.0,1.0,0.0
717,0.0,2.0,2.0,1.0,0.0,1.0
718,0.0,2.0,2.0,1.0,0.0,2.0
719,0.0,2.0,2.0,1.0,0.0,0.0
720,0.0,2.0,2.0,2.0,2.0,1.0
721,0.0,2.0,2.0,2.0,2.0,2.0
722,0.0,2.0,2.0,2.0,2.0,0.0
723,0.0,2.0,2.0,2.0,1.0,1.0
724,0.0,2.0,2.0,2.0,1.0,2.0
725,0.0,2.0,2.0,2.0,1.0,0.0
726,0.0,2.0,2.0,2.0,0.0,1.0
727,0.0,2.0,2.0,2.0,0.0,2.0
728,0.0,2.0,2.0,2.0,0.0,0.0
729,0.0,2.0,3.0,0.0,2.0,1.0
730,0.0,2.0,3.0,0.0,2.0,2.0
731,0.0,2.0,3.0,0.0,2.0,0.0
732,0.0,2.0,3.0,0.0,1.0,1.0
733,0.0,2.0,3.0,0.0,1.0,2.0
734,0.0,2.0,3.0,0.0,1.0,0.0
735,0.0,2.0,3.0,0.0,0.0,1.0
736,0.0,2.0,3.0,0.0,0.0,2.0
737,0.0,2.0,3.0,0.0,0.0,0.0
738,0.0,2.0,3.0,1.0,2.0,1.0
739,0.0,2.0,3.0,1.0,2.0,2.0
740,0.0,2.0,3.0,1.0,2.0,0.0
741,0.0,2.0,3.0,1.0,1.0,1.0
742,0.0,2.0,3.0,1.0,1.0,2.0
743,0.0,2.0,3.0,1.0,1.0,0.0
744,0.0,2.0,3.0,1.0,0.0,1.0
745,0.0,2.0,3.0,1.0,0.0,2.0
746,0.0,2.0,3.0,1.0,0.0,0.0
747,0.0,2.0,3.0,2.0,2.0,1.0
748,0.0,2.0,3.0,2.0,2.0,2.0
749,0.0,2.0,3.0,2.0,2.0,0.0
750,0.0,2.0,3.0,2.0,1.0,1.0
751,0.0,2.0,3.0,2.0,1.0,2.0
752,0.0,2.0,3.0,2.0,1.0,0.0
753,0.0,2.0,3.0,2.0,0.0,1.0
754,0.0,2.0,3.0,2.0,0.0,2.0
755,0.0,2.0,3.0,2.0,0.0,0.0
756,0.0,1.0,0.0,0.0,2.0,1.0
757,0.0,1.0,0.0,0.0,2.0,2.0
758,0.0,1.0,0.0,0.0,2.0,0.0
759,0.0,1.0,0.0,0.0,1.0,1.0
760,0.0,1.0,0.0,0.0,1.0,2.0
761,0.0,1.0,0.0,0.0,1.0,0.0
762,0.0,1.0,0.0,0.0,0.0,1.0
763,0.0,1.0,0.0,0.0,0.0,2.0
764,0.0,1.0,0.0,0.0,0.0,0.0
765,0.0,1.0,0.0,1.0,2.0,1.0
766,0.0,1.0,0.0,1.0,2.0,2.0
767,0.0,1.0,0.0,1.0,2.0,0.0
768,0.0,1.0,0.0,1.0,1.0,1.0
769,0.0,1.0,0.0,1.0,1.0,2.0
770,0.0,1.0,0.0,1.0,1.0,0.0
771,0.0,1.0,0.0,1.0,0.0,1.0
772,0.0,1.0,0.0,1.0,0.0,2.0
773,0.0,1.0,0.0,1.0,0.0,0.0
774,0.0,1.0,0.0,2.0,2.0,1.0
775,0.0,1.0,0.0,2.0,2.0,2.0
776,0.0,1.0,0.0,2.0,2.0,0.0
777,0.0,1.0,0.0,2.0,1.0,1.0
778,0.0,1.0,0.0,2.0,1.0,2.0
779,0.0,1.0,0.0,2.0,1.0,0.0
780,0.0,1.0,0.0,2.0,0.0,1.0
781,0.0,1.0,0.0,2.0,0.0,2.0
782,0.0,1.0,0.0,2.0,0.0,0.0
783,0.0,1.0,1.0,0.0,2.0,1.0
784,0.0,1.0,1.0,0.0,2.0,2.0
785,0.0,1.0,1.0,0.0,2.0,0.0
786,0.0,1.0,1.0,0.0,1.0,1.0
787,0.0,1.0,1.0,0.0,1.0,2.0
788,0.0,1.0,1.0,0.0,1.0,0.0
789,0.0,1.0,1.0,0.0,0.0,1.0
790,0.0,1.0,1.0,0.0,0.0,2.0
791,0.0,1.0,1.0,0.0,0.0,0.0
792,0.0,1.0,1.0,1.0,2.0,1.0
793,0.0,1.0,1.0,1.0,2.0,2.0
794,0.0,1.0,1.0,1.0,2.0,0.0
795,0.0,1.0,1.0,1.0,1.0,1.0
796,0.0,1.0,1.0,1.0,1.0,2.0
797,0.0,1.0,1.0,1.0,1.0,0.0
798,0.0,1.0,1.0,1.0,0.0,1.0
799,0.0,1.0,1.0,1.0,0.0,2.0
800,0.0,1.0,1.0,1.0,0.0,0.0
801,0.0,1.0,1.0,2.0,2.0,1.0
802,0.0,1.0,1.0,2.0,2.0,2.0
803,0.0,1.0,1.0,2.0,2.0,0.0
804,0.0,1.0,1.0,2.0,1.0,1.0
805,0.0,1.0,1.0,2.0,1.0,2.0
806,0.0,1.0,1.0,2.0,1.0,0.0
807,0.0,1.0,1.0,2.0,0.0,1.0
808,0.0,1.0,1.0,2.0,0.0,2.0
809,0.0,1.0,1.0,2.0,0.0,0.0
810,0.0,1.0,2.0,0.0,2.0,1.0
811,0.0,1.0,2.0,0.0,2.0,2.0
812,0.0,1.0,2.0,0.0,2.0,0.0
813,0.0,1.0,2.0,0.0,1.0,1.0
814,0.0,1.0,2.0,0.0,1.0,2.0
815,0.0,1.0,2.0,0.0,1.0,0.0
816,0.0,1.0,2.0,0.0,0.0,1.0
817,0.0,1.0,2.0,0.0,0.0,2.0
818,0.0,1.0,2.0,0.0,0.0,0.0
819,0.0,1.0,2.0,1.0,2.0,1.0
820,0.0,1.0,2.0,1.0,2.0,2.0
821,0.0,1.0,2.0,1.0,2.0,0.0
822,0.0,1.0,2.0,1.0,1.0,1.0
823,0.0,1.0,2.0,1.0,1.0,2.0
824,0.0,1.0,2.0,1.0,1.0,0.0
825,0.0,1.0,2.0,1.0,0.0,1.0
826,0.0,1.0,2.0,1.0,0.0,2.0
827,0.0,1.0,2.0,1.0,0.0,0.0
828,0.0,1.0,2.0,2.0,2.0,1.0
829,0.0,1.0,2.0,2.0,2.0,2.0
830,0.0,1.0,2.0,2.0,2.0,0.0
831,0.0,1.0,2.0,2.0,1.0,1.0
832,0.0,1.0,2.0,2.0,1.0,2.0
833,0.0,1.0,2.0,2.0,1.0,0.0
834,0.0,1.0,2.0,2.0,0.0,1.0
835,0.0,1.0,2.0,2.0,0.0,2.0
836,0.0,1.0,2.0,2.0,0.0,0.0
837,0.0,1.0,3.0,0.0,2.0,1.0
838,0.0,1.0,3.0,0.0,2.0,2.0
839,0.0,1.0,3.0,0.0,2.0,0.0
840,0.0,1.0,3.0,0.0,1.0,1.0
841,0.0,1.0,3.0,0.0,1.0,2.0
842,0.0,1.0,3.0,0.0,1.0,0.0
843,0.0,1.0,3.0,0.0,0.0,1.0
844,0.0,1.0,3.0,0.0,0.0,2.0
845,0.0,1.0,3.0,0.0,0.0,0.0
846,0.0,1.0,3.0,1.0,2.0,1.0
847,0.0,1.0,3.0,1.0,2.0,2.0
848,0.0,1.0,3.0,1.0,2.0,0.0
849,0.0,1.0,3.0,1.0,1.0,1.0
850,0.0,1.0,3.0,1.0,1.0,2.0
851,0.0,1.0,3.0,1.0,1.0,0.0
852,0.0,1.0,3.0,1.0,0.0,1.0
853,0.0,1.0,3.0,1.0,0.0,2.0
854,0.0,1.0,3.0,1.0,0.0,0.0
855,0.0,1.0,3.0,2.0,2.0,1.0
856,0.0,1.0,3.0,2.0,2.0,2.0
857,0.0,1.0,3.0,2.0,2.0,0.0
858,0.0,1.0,3.0,2.0,1.0,1.0
859,0.0,1.0,3.0,2.0,1.0,2.0
860,0.0,1.0,3.0,2.0,1.0,0.0
861,0.0,1.0,3.0,2.0,0.0,1.0
862,0.0,1.0,3.0,2.0,0.0,2.0
863,0.0,1.0,3.0,2.0,0.0,0.0
864,2.0,3.0,0.0,0.0,2.0,1.0
865,2.0,3.0,0.0,0.0,2.0,2.0
866,2.0,3.0,0.0,0.0,2.0,0.0
867,2.0,3.0,0.0,0.0,1.0,1.0
868,2.0,3.0,0.0,0.0,1.0,2.0
869,2.0,3.0,0.0,0.0,1.0,0.0
870,2.0,3.0,0.0,0.0,0.0,1.0
871,2.0,3.0,0.0,0.0,0.0,2.0
872,2.0,3.0,0.0,0.0,0.0,0.0
873,2.0,3.0,0.0,1.0,2.0,1.0
874,2.0,3.0,0.0,1.0,2.0,2.0
875,2.0,3.0,0.0,1.0,2.0,0.0
876,2.0,3.0,0.0,1.0,1.0,1.0
877,2.0,3.0,0.0,1.0,1.0,2.0
878,2.0,3.0,0.0,1.0,1.0,0.0
879,2.0,3.0,0.0,1.0,0.0,1.0
880,2.0,3.0,0.0,1.0,0.0,2.0
881,2.0,3.0,0.0,1.0,0.0,0.0
882,2.0,3.0,0.0,2.0,2.0,1.0
883,2.0,3.0,0.0,2.0,2.0,2.0
884,2.0,3.0,0.0,2.0,2.0,0.0
885,2.0,3.0,0.0,2.0,1.0,1.0
886,2.0,3.0,0.0,2.0,1.0,2.0
887,2.0,3.0,0.0,2.0,1.0,0.0
888,2.0,3.0,0.0,2.0,0.0,1.0
889,2.0,3.0,0.0,2.0,0.0,2.0
890,2.0,3.0,0.0,2.0,0.0,0.0
891,2.0,3.0,1.0,0.0,2.0,1.0
892,2.0,3.0,1.0,0.0,2.0,2.0
893,2.0,3.0,1.0,0.0,2.0,0.0
894,2.0,3.0,1.0,0.0,1.0,1.0
895,2.0,3.0,1.0,0.0,1.0,2.0
896,2.0,3.0,1.0,0.0,1.0,0.0
897,2.0,3.0,1.0,0.0,0.0,1.0
898,2.0,3.0,1.0,0.0,0.0,2.0
899,2.0,3.0,1.0,0.0,0.0,0.0
900,2.0,3.0,1.0,1.0,2.0,1.0
901,2.0,3.0,1.0,1.0,2.0,2.0
902,2.0,3.0,1.0,1.0,2.0,0.0
903,2.0,3.0,1.0,1.0,1.0,1.0
904,2.0,3.0,1.0,1.0,1.0,2.0
905,2.0,3.0,1.0,1.0,1.0,0.0
906,2.0,3.0,1.0,1.0,0.0,1.0
907,2.0,3.0,1.0,1.0,0.0,2.0
908,2.0,3.0,1.0,1.0,0.0,0.0
909,2.0,3.0,1.0,2.0,2.0,1.0
910,2.0,3.0,1.0,2.0,2.0,2.0
911,2.0,3.0,1.0,2.0,2.0,0.0
912,2.0,3.0,1.0,2.0,1.0,1.0
913,2.0,3.0,1.0,2.0,1.0,2.0
914,2.0,3.0,1.0,2.0,1.0,0.0
915,2.0,3.0,1.0,2.0,0.0,1.0
916,2.0,3.0,1.0,2.0,0.0,2.0
917,2.0,3.0,1.0,2.0,0.0,0.0
918,2.0,3.0,2.0,0.0,2.0,1.0
919,2.0,3.0,2.0,0.0,2.0,2.0
920,2.0,3.0,2.0,0.0,2.0,0.0
921,2.0,3.0,2.0,0.0,1.0,1.0
922,2.0,3.0,2.0,0.0,1.0,2.0
923,2.0,3.0,2.0,0.0,1.0,0.0
924,2.0,3.0,2.0,0.0,0.0,1.0
925,2.0,3.0,2.0,0.0,0.0,2.0
926,2.0,3.0,2.0,0.0,0.0,0.0
927,2.0,3.0,2.0,1.0,2.0,1.0
928,2.0,3.0,2.0,1.0,2.0,2.0
929,2.0,3.0,2.0,1.0,2.0,0.0
930,2.0,3.0,2.0,1.0,1.0,1.0
931,2.0,3.0,2.0,1.0,1.0,2.0
932,2.0,3.0,2.0,1.0,1.0,0.0
933,2.0,3.0,2.0,1.0,0.0,1.0
934,2.0,3.0,2.0,1.0,0.0,2.0
935,2.0,3.0,2.0,1.0,0.0,0.0
936,2.0,3.0,2.0,2.0,2.0,1.0
937,2.0,3.0,2.0,2.0,2.0,2.0
938,2.0,3.0,2.0,2.0,2.0,0.0
939,2.0,3.0,2.0,2.0,1.0,1.0
940,2.0,3.0,2.0,2.0,1.0,2.0
941,2.0,3.0,2.0,2.0,1.0,0.0
942,2.0,3.0,2.0,2.0,0.0,1.0
943,2.0,3.0,2.0,2.0,0.0,2.0
944,2.0,3.0,2.0,2.0,0.0,0.0
945,2.0,3.0,3.0,0.0,2.0,1.0
946,2.0,3.0,3.0,0.0,2.0,2.0
947,2.0,3.0,3.0,0.0,2.0,0.0
948,2.0,3.0,3.0,0.0,1.0,1.0
949,2.0,3.0,3.0,0.0,1.0,2.0
950,2.0,3.0,3.0,0.0,1.0,0.0
951,2.0,3.0,3.0,0.0,0.0,1.0
952,2.0,3.0,3.0,0.0,0.0,2.0
953,2.0,3.0,3.0,0.0,0.0,0.0
954,2.0,3.0,3.0,1.0,2.0,1.0
955,2.0,3.0,3.0,1.0,2.0,2.0
956,2.0,3.0,3.0,1.0,2.0,0.0
957,2.0,3.0,3.0,1.0,1.0,1.0
958,2.0,3.0,3.0,1.0,1.0,2.0
959,2.0,3.0,3.0,1.0,1.0,0.0
960,2.0,3.0,3.0,1.0,0.0,1.0
961,2.0,3.0,3.0,1.0,0.0,2.0
962,2.0,3.0,3.0,1.0,0.0,0.0
963,2.0,3.0,3.0,2.0,2.0,1.0
964,2.0,3.0,3.0,2.0,2.0,2.0
965,2.0,3.0,3.0,2.0,2.0,0.0
966,2.0,3.0,3.0,2.0,1.0,1.0
967,2.0,3.0,3.0,2.0,1.0,2.0
968,2.0,3.0,3.0,2.0,1.0,0.0
969,2.0,3.0,3.0,2.0,0.0,1.0
970,2.0,3.0,3.0,2.0,0.0,2.0
971,2.0,3.0,3.0,2.0,0.0,0.0
972,2.0,0.0,0.0,0.0,2.0,1.0
973,2.0,0.0,0.0,0.0,2.0,2.0
974,2.0,0.0,0.0,0.0,2.0,0.0
975,2.0,0.0,0.0,0.0,1.0,1.0
976,2.0,0.0,0.0,0.0,1.0,2.0
977,2.0,0.0,0.0,0.0,1.0,0.0
978,2.0,0.0,0.0,0.0,0.0,1.0
979,2.0,0.0,0.0,0.0,0.0,2.0
980,2.0,0.0,0.0,0.0,0.0,0.0
981,2.0,0.0,0.0,1.0,2.0,1.0
982,2.0,0.0,0.0,1.0,2.0,2.0
983,2.0,0.0,0.0,1.0,2.0,0.0
984,2.0,0.0,0.0,1.0,1.0,1.0
985,2.0,0.0,0.0,1.0,1.0,2.0
986,2.0,0.0,0.0,1.0,1.0,0.0
987,2.0,0.0,0.0,1.0,0.0,1.0
988,2.0,0.0,0.0,1.0,0.0,2.0
989,2.0,0.0,0.0,1.0,0.0,0.0
990,2.0,0.0,0.0,2.0,2.0,1.0
991,2.0,0.0,0.0,2.0,2.0,2.0
992,2.0,0.0,0.0,2.0,2.0,0.0
993,2.0,0.0,0.0,2.0,1.0,1.0
994,2.0,0.0,0.0,2.0,1.0,2.0
995,2.0,0.0,0.0,2.0,1.0,0.0
996,2.0,0.0,0.0,2.0,0.0,1.0
997,2.0,0.0,0.0,2.0,0.0,2.0
998,2.0,0.0,0.0,2.0,0.0,0.0
999,2.0,0.0,1.0,0.0,2.0,1.0
1000,2.0,0.0,1.0,0.0,2.0,2.0
1001,2.0,0.0,1.0,0.0,2.0,0.0
1002,2.0,0.0,1.0,0.0,1.0,1.0
1003,2.0,0.0,1.0,0.0,1.0,2.0
1004,2.0,0.0,1.0,0.0,1.0,0.0
1005,2.0,0.0,1.0,0.0,0.0,1.0
1006,2.0,0.0,1.0,0.0,0.0,2.0
1007,2.0,0.0,1.0,0.0,0.0,0.0
1008,2.0,0.0,1.0,1.0,2.0,1.0
1009,2.0,0.0,1.0,1.0,2.0,2.0
1010,2.0,0.0,1.0,1.0,2.0,0.0
1011,2.0,0.0,1.0,1.0,1.0,1.0
1012,2.0,0.0,1.0,1.0,1.0,2.0
1013,2.0,0.0,1.0,1.0,1.0,0.0
1014,2.0,0.0,1.0,1.0,0.0,1.0
1015,2.0,0.0,1.0,1.0,0.0,2.0
1016,2.0,0.0,1.0,1.0,0.0,0.0
1017,2.0,0.0,1.0,2.0,2.0,1.0
1018,2.0,0.0,1.0,2.0,2.0,2.0
1019,2.0,0.0,1.0,2.0,2.0,0.0
1020,2.0,0.0,1.0,2.0,1.0,1.0
1021,2.0,0.0,1.0,2.0,1.0,2.0
1022,2.0,0.0,1.0,2.0,1.0,0.0
1023,2.0,0.0,1.0,2.0,0.0,1.0
1024,2.0,0.0,1.0,2.0,0.0,2.0
1025,2.0,0.0,1.0,2.0,0.0,0.0
1026,2.0,0.0,2.0,0.0,2.0,1.0
1027,2.0,0.0,2.0,0.0,2.0,2.0
1028,2.0,0.0,2.0,0.0,2.0,0.0
1029,2.0,0.0,2.0,0.0,1.0,1.0
1030,2.0,0.0,2.0,0.0,1.0,2.0
1031,2.0,0.0,2.0,0.0,1.0,0.0
1032,2.0,0.0,2.0,0.0,0.0,1.0
1033,2.0,0.0,2.0,0.0,0.0,2.0
1034,2.0,0.0,2.0,0.0,0.0,0.0
1035,2.0,0.0,2.0,1.0,2.0,1.0
1036,2.0,0.0,2.0,1.0,2.0,2.0
1037,2.0,0.0,2.0,1.0,2.0,0.0
1038,2.0,0.0,2.0,1.0,1.0,1.0
1039,2.0,0.0,2.0,1.0,1.0,2.0
1040,2.0,0.0,2.0,1.0,1.0,0.0
1041,2.0,0.0,2.0,1.0,0.0,1.0
1042,2.0,0.0,2.0,1.0,0.0,2.0
1043,2.0,0.0,2.0,1.0,0.0,0.0
1044,2.0,0.0,2.0,2.0,2.0,1.0
1045,2.0,0.0,2.0,2.0,2.0,2.0
1046,2.0,0.0,2.0,2.0,2.0,0.0
1047,2.0,0.0,2.0,2.0,1.0,1.0
1048,2.0,0.0,2.0,2.0,1.0,2.0
1049,2.0,0.0,2.0,2.0,1.0,0.0
1050,2.0,0.0,2.0,2.0,0.0,1.0
1051,2.0,0.0,2.0,2.0,0.0,2.0
1052,2.0,0.0,2.0,2.0,0.0,0.0
1053,2.0,0.0,3.0,0.0,2.0,1.0
1054,2.0,0.0,3.0,0.0,2.0,2.0
1055,2.0,0.0,3.0,0.0,2.0,0.0
1056,2.0,0.0,3.0,0.0,1.0,1.0
1057,2.0,0.0,3.0,0.0,1.0,2.0
1058,2.0,0.0,3.0,0.0,1.0,0.0
1059,2.0,0.0,3.0,0.0,0.0,1.0
1060,2.0,0.0,3.0,0.0,0.0,2.0
1061,2.0,0.0,3.0,0.0,0.0,0.0
1062,2.0,0.0,3.0,1.0,2.0,1.0
1063,2.0,0.0,3.0,1.0,2.0,2.0
1064,2.0,0.0,3.0,1.0,2.0,0.0
1065,2.0,0.0,3.0,1.0,1.0,1.0
1066,2.0,0.0,3.0,1.0,1.0,2.0
1067,2.0,0.0,3.0,1.0,1.0,0.0
1068,2.0,0.0,3.0,1.0,0.0,1.0
1069,2.0,0.0,3.0,1.0,0.0,2.0
